heap_mc_len	heap_mc_nanos	heap_mc_circuit	
43312.464975	1251099300	[{"x":1121.1258951717289,"y":377.97169343320047},{"x":1414.8633680930193,"y":389.40780073686295},{"x":3947.8994571227113,"y":1312.9683064324806},{"x":4498.422137408181,"y":3030.735527052744},{"x":4634.058781119748,"y":1696.6395131023348},{"x":5342.8393863739,"y":45.861297063459936},{"x":7707.012279046145,"y":153.74685596350432},{"x":8707.72123295319,"y":383.1603675098118},{"x":9179.02657231842,"y":163.31536650082268},{"x":8833.977894441783,"y":2938.526264840426},{"x":8067.498530858213,"y":4228.419863264534},{"x":8426.35875654048,"y":4930.755853913886},{"x":9485.727361049785,"y":4713.291598798291},{"x":9436.777627968766,"y":4807.057010722389},{"x":8490.456376115944,"y":7688.803836739605},{"x":8495.982310812524,"y":7949.95404917033},{"x":6389.269655782279,"y":9737.56977152604},{"x":5137.920012934109,"y":9891.964472747382},{"x":5193.988740530501,"y":9020.838909335953},{"x":5920.439605995377,"y":6471.54992701582},{"x":3252.665831701975,"y":5891.881037379439},{"x":1899.4434448821787,"y":6810.507111731554},{"x":989.1820996646637,"y":7769.584626011443},{"x":2742.4427203126206,"y":4561.907813481569},{"x":748.2714029390091,"y":2448.1792579740186}]
40877.408963	118919900	[{"x":8879.835449130676,"y":180.2512123130523},{"x":7564.874962317797,"y":1280.1908456207595},{"x":7479.489171821502,"y":3896.6242786423886},{"x":7649.929857921827,"y":5819.576916638844},{"x":8231.875769846325,"y":6231.538344136109},{"x":7937.219552861235,"y":7078.793676825808},{"x":7245.694858169305,"y":7477.959684390148},{"x":6714.851984865358,"y":6752.949889104907},{"x":5116.421496345758,"y":6872.178102927751},{"x":6737.9407847791235,"y":8495.99626649506},{"x":6885.929555227583,"y":9432.290162665815},{"x":6450.809970302413,"y":9975.23398239107},{"x":3299.649266769118,"y":9735.629170994498},{"x":2811.849717372691,"y":9497.846383693395},{"x":820.2087482316973,"y":9470.650107722025},{"x":602.6529382748516,"y":9084.812663421359},{"x":2496.7561161492044,"y":8479.123599269979},{"x":2731.3883738407453,"y":7853.733678704179},{"x":2437.945501789363,"y":7342.486007497558},{"x":2985.635572923483,"y":6864.4658345574635},{"x":3030.355106049258,"y":3728.0631388196384},{"x":1193.2823807337757,"y":3385.994579933998},{"x":692.6682086582231,"y":1837.0709099663613},{"x":2733.79837761793,"y":158.97974090221302},{"x":3288.8248640183674,"y":687.0750115079381}]
45673.569523	2237407600	[{"x":8247.158999386778,"y":9870.799387970754},{"x":4523.878170150016,"y":8501.209492594247},{"x":3918.4731962782603,"y":9896.982000141992},{"x":2110.297962834379,"y":8217.761083489795},{"x":481.6892064547522,"y":7905.782395771584},{"x":1915.4388743833586,"y":4890.273133757124},{"x":1653.8417485694117,"y":4105.0615159146155},{"x":1432.5693327550514,"y":2868.154808154004},{"x":1024.1628104303404,"y":1559.9335495387008},{"x":145.94112767898235,"y":843.7893399947613},{"x":735.2807841729898,"y":84.6377724813899},{"x":2922.538761079536,"y":1147.3111586860464},{"x":2124.478340979508,"y":2725.363269786335},{"x":2528.8286923467135,"y":2859.072192026611},{"x":3466.8485596554483,"y":5662.233835874657},{"x":4038.4482081245446,"y":4629.171084663483},{"x":6001.659226815485,"y":4263.932960247863},{"x":5232.486250603528,"y":2366.1430655783865},{"x":5984.903540625981,"y":701.313299825526},{"x":7447.326011371708,"y":665.149890194754},{"x":8590.547864849159,"y":1056.9628897938323},{"x":9268.469840304075,"y":3138.3262738901867},{"x":9124.466430982025,"y":4399.305607931109},{"x":9252.05843102791,"y":7087.246029416201},{"x":7778.627655948932,"y":7883.752053837529}]
37925.899680	539541800	[{"x":9818.736278703778,"y":9009.18653969406},{"x":8601.503162226385,"y":9715.996265043412},{"x":8346.336717901764,"y":8955.61160181247},{"x":7325.199728303808,"y":8696.122875096597},{"x":6495.034922929704,"y":8874.250829308048},{"x":6177.243506408909,"y":8007.354321569998},{"x":6018.811621517869,"y":7292.494026287698},{"x":5093.654946602148,"y":7340.902838259378},{"x":4317.688593170993,"y":6382.267703855871},{"x":2838.412216626555,"y":5121.523814230915},{"x":513.4249479552122,"y":2642.6419086670326},{"x":732.0116838088718,"y":2612.883997356207},{"x":1335.0490082102228,"y":2410.7905717098174},{"x":2739.7697386014706,"y":417.47233992015254},{"x":3540.7502258013133,"y":159.65534827452822},{"x":5288.068603179214,"y":612.8425544409077},{"x":4729.669994690686,"y":2150.596712828354},{"x":5915.978012902715,"y":2616.6311797754597},{"x":8073.253167817753,"y":636.7131561728924},{"x":9556.115669353983,"y":488.14259344901427},{"x":8558.464596510554,"y":1335.6613111568206},{"x":8135.364027878463,"y":2363.793216868401},{"x":8256.496829369411,"y":3938.9706103016297},{"x":6512.870877465611,"y":4593.810872009577},{"x":9467.942541579441,"y":8392.572802433413}]
41302.760675	135057600	[{"x":573.2139937459341,"y":9435.392619995802},{"x":846.7749130639254,"y":6927.415806260361},{"x":497.64745280439547,"y":6170.211543083671},{"x":107.80318486467743,"y":4342.344198079131},{"x":2070.939655326209,"y":2344.351792505874},{"x":2162.6620930863915,"y":1879.8459720114533},{"x":438.03677006184114,"y":1337.479699967134},{"x":719.2822827770276,"y":511.44124777360867},{"x":2430.862485530834,"y":480.4830767491282},{"x":3937.8327934408962,"y":1120.2872539433597},{"x":4189.518449734747,"y":2462.5321440766747},{"x":4953.9980287426115,"y":3150.4265063988128},{"x":5989.049922123773,"y":3831.4886855915447},{"x":5169.463119486595,"y":741.4037287375272},{"x":6599.05130324096,"y":1110.841409084934},{"x":7246.497947871515,"y":717.5962563881426},{"x":8333.052296425454,"y":2070.658719107951},{"x":9250.249605061272,"y":2226.334288309622},{"x":9198.837471243622,"y":3992.5218744029894},{"x":9032.287281641764,"y":3985.3925678379433},{"x":9038.091601427022,"y":4580.048368142749},{"x":7683.087903192563,"y":5955.143653934528},{"x":5999.031933355552,"y":8685.175112501784},{"x":4629.2633641224875,"y":6984.937460730955},{"x":2640.324703597694,"y":6986.69821832298}]
44916.533469	378976000	[{"x":8613.720555479737,"y":440.4878490156659},{"x":8585.872597750675,"y":3066.1047950224443},{"x":9487.293047366635,"y":6442.926323479893},{"x":7883.871597180231,"y":7860.273333084923},{"x":8173.8622649256795,"y":9509.111143351336},{"x":5796.9700146418045,"y":9387.33784598622},{"x":4776.61028083282,"y":7528.134091113402},{"x":4009.462882295785,"y":9615.84267184295},{"x":2419.5166036423766,"y":9162.14830937148},{"x":1032.7435127319104,"y":8351.3906191934},{"x":447.6822482210485,"y":7619.536724247032},{"x":1545.8703773313403,"y":7660.386925881439},{"x":2811.0796727992033,"y":6557.244409012872},{"x":307.6751224934168,"y":3820.0951284524986},{"x":18.061389005952904,"y":2102.4093305184956},{"x":1333.8499120015101,"y":425.5236641831688},{"x":3975.832626435015,"y":1312.4337214750642},{"x":3796.959679091196,"y":2016.0576070668938},{"x":3715.0066157816336,"y":2530.588919513405},{"x":2990.679076227266,"y":3214.3229482096635},{"x":2919.926944383845,"y":3992.6247918518347},{"x":3659.9549816410863,"y":3817.770630448203},{"x":6171.879578904087,"y":3694.921570267102},{"x":6229.610794109035,"y":1890.5311253697264},{"x":7607.071217979453,"y":1232.042825879312}]
37070.168175	203470800	[{"x":7843.591941490286,"y":97.23405291622814},{"x":7970.587595800238,"y":1761.3202274098505},{"x":7634.846459525149,"y":3736.50589261777},{"x":8870.836044175669,"y":4759.016944604633},{"x":7256.01884882294,"y":9399.312707091738},{"x":6969.739132722241,"y":9837.002017708814},{"x":4560.586691514925,"y":9033.105229177265},{"x":3366.7941627384016,"y":9036.864546351344},{"x":3209.848536149676,"y":8379.706818615328},{"x":1551.6254795549805,"y":8636.097631608034},{"x":316.8737427908454,"y":8102.049084323947},{"x":1995.536014373406,"y":6799.135396765972},{"x":1542.5436769311382,"y":6620.228404514539},{"x":1625.4142252453719,"y":5607.445589497372},{"x":1596.7755922818026,"y":5415.145043185985},{"x":1237.166456136058,"y":3921.4524334326984},{"x":1513.7641901798618,"y":3154.4754335802622},{"x":1658.441122718991,"y":3705.034751061098},{"x":2587.8713389920495,"y":4971.810213305403},{"x":2921.0458958043073,"y":6359.2544547960615},{"x":3040.757346041681,"y":6774.0867539326655},{"x":4755.477785199762,"y":6350.2736084456865},{"x":5004.988355105441,"y":5948.629202829193},{"x":5874.3872301239235,"y":4482.382891831988},{"x":7152.110834476455,"y":1534.9240813278095}]
42437.211286	4750064600	[{"x":6716.919230172538,"y":728.6317501842063},{"x":5735.268747497604,"y":3647.818334271598},{"x":5341.901008014444,"y":4180.79932740276},{"x":4849.679695779997,"y":6293.230980031137},{"x":5919.320436302495,"y":6151.68250830807},{"x":8152.978227755002,"y":4811.240299150439},{"x":7799.334491022909,"y":6448.457854869872},{"x":9061.98139093761,"y":7052.800358169235},{"x":8334.882558903546,"y":8085.066692357732},{"x":6544.10920309721,"y":9456.854122451965},{"x":4950.012370267442,"y":7865.722823362374},{"x":4608.16456520992,"y":8057.837463625847},{"x":4287.139073071458,"y":9411.678912680523},{"x":1179.0858800016836,"y":8458.020484153252},{"x":14.888186855176786,"y":8339.95378615065},{"x":235.6815857634673,"y":7972.87842830256},{"x":662.994656905025,"y":7350.997321799474},{"x":2521.6890522049216,"y":6135.068850589825},{"x":2313.429771413282,"y":4159.716963725742},{"x":2137.1304753440063,"y":3804.828154789124},{"x":336.94994611182796,"y":3114.0705008315326},{"x":1243.5830189955748,"y":1248.5020492867513},{"x":3304.922053912331,"y":3853.4436914119797},{"x":4748.97968957584,"y":2970.639125682501},{"x":4974.320616563863,"y":2621.8327535872904}]
46794.766803	403502600	[{"x":9495.992087834962,"y":9838.369971911627},{"x":7628.319829098482,"y":7768.2815608002375},{"x":6950.655018038595,"y":5434.6782009676035},{"x":5841.679283070131,"y":6191.126840174333},{"x":4746.531521697134,"y":6344.232956041288},{"x":5145.254960030862,"y":7661.487000757712},{"x":6282.009578749013,"y":8925.78526237261},{"x":4514.02469130173,"y":9267.513810616223},{"x":1962.3523444318469,"y":9976.278440489978},{"x":1334.309521641544,"y":9571.54649794268},{"x":1323.0042974211449,"y":8721.432944082564},{"x":1753.1452026700547,"y":8427.412322643735},{"x":365.6768315703842,"y":6790.053741689256},{"x":2494.3577338832283,"y":5663.665068435725},{"x":3338.270577647728,"y":5436.763866342479},{"x":598.691300030245,"y":2090.4529294367385},{"x":1172.6636891106814,"y":1323.9243288604075},{"x":3137.9195104142145,"y":124.89888940203461},{"x":2888.256767801797,"y":2314.248499393554},{"x":3009.5350854183557,"y":3125.7664955741257},{"x":4547.396347898726,"y":3586.3190434414273},{"x":6949.84967687043,"y":2692.9698223947703},{"x":7929.999546967111,"y":2033.5001223789482},{"x":8700.605258952097,"y":3117.3627966892063},{"x":9117.956140713075,"y":6513.403234339201}]
41172.448759	20352743900	[{"x":1583.186948593162,"y":294.5810403246163},{"x":7086.661260958087,"y":2602.9372686299303},{"x":7596.017655058058,"y":2706.530407131301},{"x":7502.576410583176,"y":4096.060137721346},{"x":7278.003952892588,"y":5480.991017962039},{"x":6198.624572286549,"y":6252.441500112811},{"x":7051.117227101904,"y":7315.833328304995},{"x":7958.853829083094,"y":7022.291349381961},{"x":8825.35856430088,"y":7483.4619705785},{"x":9995.738569046976,"y":8802.792693401876},{"x":8327.228074516193,"y":8513.578361417774},{"x":5907.279702074171,"y":8451.951900085156},{"x":5817.835373110659,"y":8833.814725763956},{"x":3946.0386366258026,"y":8316.274472563358},{"x":3411.0674115170705,"y":7620.965614762295},{"x":3141.3182128286876,"y":8902.274954482544},{"x":3740.099974000655,"y":9477.389414947045},{"x":2107.7626807594197,"y":9779.16573973453},{"x":1717.070591020077,"y":9834.568547492241},{"x":1901.5204378500825,"y":8323.486776413147},{"x":2263.1103091913847,"y":7283.432029998022},{"x":724.2702586900434,"y":4936.228281848089},{"x":3621.636685624572,"y":5302.394252125322},{"x":3787.160934747,"y":4007.0620469102532},{"x":2870.529358016236,"y":2232.2245766236547}]
48824.355647	355592700	[{"x":266.4993267047917,"y":621.3692131949432},{"x":3144.8199619175452,"y":459.42444492457065},{"x":3550.335382716982,"y":967.6645556464723},{"x":3268.2998560134256,"y":1876.426012688287},{"x":5167.107436374954,"y":1909.2714234201521},{"x":7785.3424689610965,"y":110.03178141272434},{"x":7438.472881058752,"y":1697.8210460013097},{"x":9454.707229665839,"y":3253.078931293733},{"x":9457.755724666345,"y":4384.585078962337},{"x":8744.546785586226,"y":7059.159734453241},{"x":9817.20382932273,"y":7367.464785393661},{"x":9871.555688770877,"y":9079.947676296251},{"x":7988.54933765853,"y":9164.445903687794},{"x":5153.587013089498,"y":7411.745104624986},{"x":5721.588059164311,"y":5772.6444981760815},{"x":6139.180972278763,"y":5846.447478801344},{"x":6860.804650027444,"y":4718.4397802357935},{"x":5081.845225215224,"y":4320.22504856798},{"x":3014.3471266480606,"y":4890.398668883758},{"x":2891.482211077179,"y":5093.053370040492},{"x":3869.9010653613113,"y":6089.805909517161},{"x":3476.463252192983,"y":7511.352021263631},{"x":3912.330903288854,"y":9001.348725094413},{"x":530.1678731655668,"y":8129.893494562095},{"x":175.37690650499795,"y":4291.930976347603}]
37662.737306	1304645000	[{"x":8682.234351416597,"y":9142.743960240668},{"x":7938.809453829983,"y":9637.034893447046},{"x":6504.048204955849,"y":8282.131616237333},{"x":5142.832808015391,"y":8108.626221652189},{"x":1508.554949096301,"y":8306.555229472318},{"x":4560.931211239157,"y":6161.079284664863},{"x":3342.777895345129,"y":4651.658308420939},{"x":1733.0856662243082,"y":4460.050563656568},{"x":1657.9615053105115,"y":4823.238350944418},{"x":326.4684865337571,"y":4449.6278778630785},{"x":459.5269705724745,"y":4268.753204824903},{"x":1173.1292692112536,"y":3816.670173511477},{"x":965.4946407940322,"y":3373.983859929998},{"x":330.1092343186763,"y":403.114494998373},{"x":2850.2093195112834,"y":1231.4398893234104},{"x":2978.346386918211,"y":1262.6637977759892},{"x":3150.786258949061,"y":1024.890992636247},{"x":4971.804106310976,"y":663.2516855838381},{"x":6850.794907139216,"y":1248.3035126543944},{"x":7417.937327109453,"y":2055.1597997179024},{"x":6756.671179003998,"y":2052.9988080273183},{"x":6592.183561399899,"y":3180.767380649069},{"x":7423.4045674539375,"y":5339.3845456403415},{"x":8294.006567126651,"y":7358.64534116774},{"x":8115.273035917137,"y":7626.922390746164}]
48046.534611	3317142600	[{"x":9940.455884577104,"y":9576.979293997723},{"x":6014.2889785238385,"y":8749.593553841112},{"x":6425.332386618088,"y":8318.102082794807},{"x":6018.03292841245,"y":7551.0860922323845},{"x":6152.178507797993,"y":5499.974469656793},{"x":6110.872388119649,"y":5009.310579335496},{"x":6195.153852779398,"y":4324.092377515555},{"x":5741.048034070406,"y":4146.652704927379},{"x":4814.7745483838835,"y":4010.061014476989},{"x":4959.579425398904,"y":5989.077725984636},{"x":4257.810655606706,"y":6212.196889139204},{"x":1982.3237040728031,"y":9741.254961988865},{"x":2550.960733021572,"y":6743.500430807115},{"x":2515.178533730045,"y":5182.757840211357},{"x":2166.7025284851247,"y":5087.2680203419},{"x":2401.565431096846,"y":3434.4840673645817},{"x":3195.7173534192857,"y":2421.8681249701813},{"x":2779.5368178105923,"y":1960.4517165463067},{"x":255.839466714041,"y":721.1177744238317},{"x":4474.413622095565,"y":442.9606983043241},{"x":7318.052544739844,"y":2028.1647313945505},{"x":8997.118021620157,"y":196.89323845246508},{"x":8848.650149271076,"y":765.8163716708791},{"x":8392.22334030997,"y":2050.103571670002},{"x":8677.725607619182,"y":4814.237946484224}]
40883.311131	102825100	[{"x":9744.166292135542,"y":9825.400877046146},{"x":8181.149317435461,"y":8277.871885795308},{"x":6455.389394064035,"y":7896.573721530841},{"x":5658.132173500083,"y":9562.049852216936},{"x":3938.6278242538906,"y":8921.907215049212},{"x":1922.6306082622061,"y":8414.357707174953},{"x":272.0596409708639,"y":8147.000180711508},{"x":2542.718764916419,"y":6207.860921922297},{"x":1430.7116675615364,"y":5827.202528782249},{"x":1448.8151982879574,"y":5762.512658191828},{"x":374.03431606858106,"y":4766.827227457885},{"x":1086.4691790042848,"y":3351.450593737646},{"x":1432.0810575973542,"y":2814.08285115454},{"x":1963.001456641613,"y":1700.5251770417972},{"x":4690.020895650878,"y":618.034532044171},{"x":5280.773302074427,"y":1801.7686149285378},{"x":6674.304579066399,"y":1819.0336876081785},{"x":7141.778610737054,"y":1363.4177660797097},{"x":7611.00316522093,"y":1272.8058294208006},{"x":8309.492580355036,"y":621.1311584630644},{"x":6391.98322386289,"y":4075.0956410674294},{"x":7739.653536555115,"y":4091.946209317015},{"x":8638.430320410285,"y":3989.8057462996876},{"x":9020.738790140344,"y":3910.1529375093073},{"x":9789.509162702481,"y":7231.592613269266}]
46781.237136	2782578400	[{"x":314.35956506195134,"y":9022.604326794044},{"x":2231.090799012837,"y":7327.305300493785},{"x":3169.207772039249,"y":6773.260249622289},{"x":4392.928662785229,"y":5472.072127164312},{"x":3173.230398313493,"y":3100.5037783388034},{"x":1073.0893915633485,"y":5259.5906082001875},{"x":371.9819748375283,"y":1826.0418571088235},{"x":2803.880807990399,"y":60.365005133313396},{"x":4000.1312856277186,"y":1277.824800328323},{"x":4794.149030852142,"y":1237.6659451189335},{"x":7839.850336652331,"y":341.8700698121508},{"x":5915.797789865359,"y":2037.0319595643257},{"x":5061.785909870195,"y":2778.0772565087486},{"x":5166.355994668065,"y":3528.7783057599213},{"x":5959.241639549538,"y":3404.797455047555},{"x":6980.205356293753,"y":5538.170500704063},{"x":8767.285550210265,"y":6900.647561067002},{"x":9277.714711772953,"y":7124.042373157028},{"x":8797.64293257338,"y":8319.31831786162},{"x":8704.791390870365,"y":9389.683770391637},{"x":7315.163541525684,"y":8595.362651857027},{"x":6995.184061243151,"y":7598.516207998604},{"x":5595.459549817313,"y":8968.091867445703},{"x":3188.3528055865477,"y":8378.721978872069},{"x":1228.512158749129,"y":9791.133857543578}]
43450.581345	409454800	[{"x":335.3447532287311,"y":778.0745561766963},{"x":2144.023874523259,"y":819.1780138454991},{"x":5516.03371251321,"y":3232.0322217111166},{"x":6033.73831898126,"y":4365.908072676645},{"x":5934.499188985861,"y":1428.8770680977411},{"x":8184.324632009238,"y":622.8217143872422},{"x":9321.66251392517,"y":654.9330723358471},{"x":9028.500833064742,"y":1861.6480409385472},{"x":9781.870085052047,"y":2177.559068157742},{"x":9285.794372470973,"y":3026.6239748597577},{"x":9939.042081117348,"y":4770.355480046644},{"x":8232.477937329932,"y":5348.281759781403},{"x":7848.135032208727,"y":5768.4108730928},{"x":7466.056679763111,"y":5834.343266465573},{"x":6342.426550556363,"y":6804.222797476896},{"x":6152.233590150188,"y":8499.853750411183},{"x":7405.690935690953,"y":9829.468383127278},{"x":4099.644151310174,"y":8866.030005329982},{"x":3297.288929940924,"y":8661.704146990316},{"x":1026.053300748941,"y":8296.377889768615},{"x":1166.2616923702194,"y":5678.801734372688},{"x":2819.656122578173,"y":5702.344514907563},{"x":2967.8026405823916,"y":3904.0977536707446},{"x":515.4067005497711,"y":1762.2583988345314},{"x":259.871812715149,"y":1707.7975470214403}]
36344.099032	1137555600	[{"x":5430.956403335101,"y":9865.263246927096},{"x":4768.166018984164,"y":8782.52624196972},{"x":4145.8520754192905,"y":6884.4139091706},{"x":4266.188815908482,"y":6700.373324111662},{"x":1174.6680400052635,"y":6023.894182170362},{"x":1131.5744754931889,"y":2781.7877019668645},{"x":1301.443612610815,"y":2720.715467617762},{"x":1403.937708776645,"y":2786.9859231543305},{"x":3708.9403606637,"y":3481.400606400248},{"x":4613.616680638761,"y":517.5924739834278},{"x":4991.290029330736,"y":1235.6254497025914},{"x":5122.425672363746,"y":2076.245300245476},{"x":5665.843373414748,"y":2103.616539659272},{"x":5954.314590877319,"y":3349.2378706786103},{"x":6584.079679708051,"y":2794.0736491364073},{"x":8314.423521888986,"y":2004.5672266237877},{"x":8786.20956491572,"y":908.369520276954},{"x":8823.723658008188,"y":1216.267648965744},{"x":9378.466976960517,"y":2954.0627762784206},{"x":7413.213651560415,"y":3216.425920174372},{"x":6713.056518086256,"y":4168.908320799326},{"x":5087.755509419934,"y":4709.616725389508},{"x":5528.219785437067,"y":6160.6397833237625},{"x":5858.756141377337,"y":6064.960602790109},{"x":6588.038048991737,"y":8585.300665191788}]
42934.632927	2033254400	[{"x":1740.9606432849948,"y":27.443256654479804},{"x":6572.849498972491,"y":856.1411555098808},{"x":7567.533281804314,"y":1027.1190410084737},{"x":9726.601681255364,"y":1474.7999708065893},{"x":8362.344972138866,"y":3105.647128462881},{"x":8802.312834589866,"y":4319.160813976589},{"x":9074.742131375435,"y":7946.8399541858835},{"x":8720.437250033377,"y":8051.019576299814},{"x":9030.691458336843,"y":9329.989141457065},{"x":9304.873639192669,"y":9892.31738163281},{"x":8081.950636662564,"y":8655.837315662986},{"x":8149.230135048967,"y":8463.314914179567},{"x":6446.2119059148945,"y":6920.142475534287},{"x":5532.1310092872445,"y":6288.333712456926},{"x":4423.909293158196,"y":5584.499698166032},{"x":5151.462658043163,"y":7392.120132738029},{"x":3271.4218308573745,"y":9616.221423200383},{"x":3031.586158717502,"y":9641.03656885944},{"x":2959.13463666203,"y":8535.640761884266},{"x":2278.6669629966595,"y":8285.507839678063},{"x":2413.1984458897537,"y":5981.774143219737},{"x":2894.2497825301684,"y":3511.0543921826056},{"x":3287.433143678624,"y":2582.314744640782},{"x":3229.72206704708,"y":2086.09423169378},{"x":709.8870672613749,"y":2751.8205758790086}]
40813.561745	174138100	[{"x":9267.491228949548,"y":1345.0342191449265},{"x":9691.992885621516,"y":2184.248102852513},{"x":9309.483677216202,"y":4098.991675679093},{"x":9307.679304118981,"y":6546.556439888045},{"x":8070.704950934913,"y":9305.065048782122},{"x":5123.668163330317,"y":8469.46300531038},{"x":4677.161966301951,"y":8715.793254001954},{"x":3826.5502197091682,"y":7394.838145829187},{"x":2328.9804062468306,"y":8463.473001851462},{"x":874.2501314649343,"y":8648.979136163978},{"x":1203.5097510223925,"y":8218.881503012875},{"x":768.9083675429939,"y":6740.585794577088},{"x":930.2793598693335,"y":6379.643789049676},{"x":569.7979835798994,"y":5449.283285634935},{"x":1845.3752971239578,"y":4229.318230705076},{"x":964.3150065062678,"y":3090.6817901282334},{"x":2229.135360167303,"y":1006.1579591907298},{"x":4580.804763048126,"y":2830.1501131249133},{"x":4461.61491949368,"y":3050.4589328626357},{"x":4991.412278352431,"y":3723.19420488177},{"x":4877.271835073372,"y":5229.460205463821},{"x":6687.9414481955355,"y":5424.818393311896},{"x":6828.107225214984,"y":5522.046921038783},{"x":6722.160127378062,"y":908.8509868454815},{"x":7518.439259873304,"y":1391.7156725289692}]
38228.298639	30012700	[{"x":548.0710226580793,"y":8324.878435335677},{"x":2375.5988196324324,"y":5999.943489043399},{"x":1204.9572612571696,"y":4783.620944337667},{"x":901.6926507536539,"y":1000.309772135418},{"x":1950.1508881047173,"y":282.89191736188405},{"x":2573.868590785425,"y":70.79138507120197},{"x":3662.231517411103,"y":1417.4416055635172},{"x":4090.9768021102964,"y":2262.809645020729},{"x":4564.189557744926,"y":2876.866714484276},{"x":4324.427513949891,"y":3620.8013147824},{"x":7926.697115789198,"y":2014.9169517300988},{"x":8780.80656208531,"y":913.3093236010674},{"x":8194.296072759013,"y":3886.185949905582},{"x":8051.72721010853,"y":4132.850044349681},{"x":8557.179859879878,"y":4346.373453378386},{"x":8051.696950407595,"y":5236.63655373518},{"x":8774.053240276604,"y":5526.175913045667},{"x":8781.582108956758,"y":6952.549593474515},{"x":7804.57126860569,"y":8127.609248157925},{"x":7223.011331849733,"y":6303.489785285038},{"x":6587.803840168258,"y":6875.395461292211},{"x":5920.552805936861,"y":7622.679777729685},{"x":4768.598304132479,"y":8531.775718301395},{"x":4172.625871934522,"y":8047.314402042734},{"x":1132.4552553716157,"y":8427.394120479314}]
45388.647777	286922000	[{"x":7694.195943978524,"y":9999.701576840025},{"x":5834.016271228932,"y":8333.74019516024},{"x":5921.974623922453,"y":7148.351225011848},{"x":5302.24889690438,"y":5721.716666492025},{"x":4652.105139489847,"y":3975.980366577876},{"x":3057.402309745697,"y":5409.404619855587},{"x":2067.449661636909,"y":9045.110125684434},{"x":229.38133454630247,"y":8897.126916652358},{"x":1121.7171368702182,"y":7430.959784885214},{"x":1382.1998487837382,"y":6242.185162784363},{"x":2131.2042570126628,"y":5322.926500736103},{"x":2552.6828700342403,"y":4163.744480892264},{"x":1304.4601818379583,"y":3315.535100291603},{"x":622.1732375434187,"y":1357.980459954772},{"x":2631.462438468722,"y":1640.2716291106426},{"x":3435.4413272886177,"y":154.50064413334286},{"x":4771.150162502044,"y":1792.1961470973927},{"x":5920.755877523146,"y":1729.0793497176082},{"x":6091.40795307069,"y":2616.582798554491},{"x":6837.1800329246635,"y":2953.467282120674},{"x":7537.15603500669,"y":678.7746991746749},{"x":7642.210606255898,"y":792.8362548187538},{"x":9742.729946466732,"y":4124.640231154},{"x":9547.753629608322,"y":4486.041590007839},{"x":8584.969941579011,"y":9186.003586115432}]
38496.076459	296151600	[{"x":2374.0267195046167,"y":9312.84230768608},{"x":804.1786964513087,"y":7158.520964305417},{"x":1804.163128192482,"y":5493.4518771284},{"x":1268.480037571184,"y":4877.858101510013},{"x":1806.9845567883215,"y":4105.452701234107},{"x":1909.303315500186,"y":2678.477741381889},{"x":2972.548730850139,"y":2714.9771663212086},{"x":4039.3497254949916,"y":3436.671289219999},{"x":3717.63531123864,"y":5041.160822692799},{"x":4938.917087134609,"y":4365.353996400721},{"x":5396.105961675007,"y":3185.0747223512894},{"x":4856.675880702827,"y":1208.6366504130115},{"x":4520.278508367036,"y":69.24759868978019},{"x":5064.0454922333765,"y":549.7315605281944},{"x":6627.400275990565,"y":2294.067002100842},{"x":8342.491786242781,"y":2140.8224836830705},{"x":8486.083094010033,"y":3130.4206976486626},{"x":8109.225042956535,"y":4311.297829462599},{"x":9923.29462289439,"y":5363.644285149058},{"x":9130.432468897787,"y":7449.488403840282},{"x":7671.436207656822,"y":6025.3268372760895},{"x":7547.269397780835,"y":7465.480806589187},{"x":6669.812961427351,"y":7312.217524129427},{"x":6588.5663600338385,"y":7448.837481970011},{"x":6129.521733870336,"y":8400.33086682037}]
40205.299530	696526000	[{"x":1205.1304645146467,"y":903.9991293590286},{"x":2692.3652473193833,"y":399.60136797246645},{"x":5797.091461158063,"y":1729.2979589953009},{"x":6579.588090649203,"y":1505.209851272304},{"x":9872.47029550587,"y":2201.876156386492},{"x":9697.298086868008,"y":4563.526263247198},{"x":7726.443948763422,"y":5378.93193662659},{"x":7003.415959577256,"y":5861.084684641324},{"x":9268.16107500378,"y":6587.070762368457},{"x":8642.447169521532,"y":7822.927789933822},{"x":7512.74080418795,"y":7631.070819268874},{"x":7476.353994893535,"y":9303.541965284014},{"x":4001.238243348734,"y":8765.513918233006},{"x":3709.8869067391433,"y":8906.966348148497},{"x":1741.8751249077739,"y":8610.392220990747},{"x":3264.6994543154965,"y":7517.451326762146},{"x":3260.8823839476886,"y":5653.153761417255},{"x":3174.029545612234,"y":5514.598648717538},{"x":3761.4160141306324,"y":4469.015981472535},{"x":5375.425708618126,"y":5139.602604944507},{"x":4842.875327608209,"y":4214.915219320396},{"x":4650.637720862408,"y":3637.330014278201},{"x":2744.691943079029,"y":2704.711721130989},{"x":2842.6253440422033,"y":2344.5656073132063},{"x":2444.6725409920145,"y":1578.3889795806222}]
