heap_mc_len	heap_mc_nanos	heap_mc_circuit	
39598.190095	14003200	[{"x":1470.5570556012553,"y":1833.0548363726102},{"x":3046.370788146677,"y":2294.0566037854824},{"x":4671.847923852398,"y":2414.954675581151},{"x":5562.729129850971,"y":3435.8747429142945},{"x":7022.03866413239,"y":1659.1167882584957},{"x":8016.293170412749,"y":482.56536411707503},{"x":9749.534668543685,"y":1949.621852618983},{"x":8160.959152182825,"y":5770.796097708444},{"x":9823.765546695651,"y":6726.0182117711465},{"x":9206.200345348214,"y":7345.5475135117995},{"x":9794.945771241706,"y":7989.881910768787},{"x":9603.25177088311,"y":8131.733558239372},{"x":7839.596733210395,"y":8998.933342233257},{"x":7450.031267971941,"y":7900.863330808191},{"x":6806.267348159607,"y":7533.437289498923},{"x":6293.579155213337,"y":7045.862403821318},{"x":5605.455693602874,"y":6529.096008012023},{"x":5166.974403629453,"y":6882.149186199948},{"x":4178.887369628065,"y":6361.534713050626},{"x":4972.346061213958,"y":8090.540041226599},{"x":4880.6636099864045,"y":9240.498506287331},{"x":2493.411140440865,"y":7543.319795904112},{"x":347.28634069421463,"y":5743.743689056866},{"x":873.9646528936385,"y":5211.330053773458},{"x":2236.182810728692,"y":4143.3156693826595}]
40862.526595	40645100	[{"x":1664.328521662066,"y":9742.630970589616},{"x":1675.4256976066856,"y":8273.655608354075},{"x":2781.391420962781,"y":8064.163440479098},{"x":596.3185078684025,"y":3917.507121603778},{"x":588.9543665647393,"y":3495.0274102926987},{"x":267.16283153960427,"y":1888.3424331656188},{"x":873.3762089206684,"y":1821.0581284132734},{"x":1964.3512641145426,"y":3070.940124657432},{"x":2572.5791320829503,"y":2170.6764103914065},{"x":7274.753610614758,"y":1300.0949093164627},{"x":9004.789253132207,"y":173.53969342661895},{"x":9617.327948888047,"y":834.8164031169994},{"x":9545.093148076206,"y":1337.075879280084},{"x":8449.831171389184,"y":2412.5441300930033},{"x":9664.98041732682,"y":2840.114811497923},{"x":8928.644086196904,"y":3669.6726586243212},{"x":8465.90733124274,"y":5122.745325276767},{"x":9779.549309963877,"y":6140.517759991108},{"x":8701.691361565156,"y":8189.243809362379},{"x":7389.351804025671,"y":7015.248062744592},{"x":7353.655424060321,"y":6184.865969613917},{"x":5499.102575835128,"y":6740.289063269086},{"x":5322.335352934894,"y":8747.473280124628},{"x":5010.435032048217,"y":9038.70694793954},{"x":3319.0494642859035,"y":9787.480140200412}]
45305.323756	249105600	[{"x":182.05908415125174,"y":8760.445668109229},{"x":1398.7311831795498,"y":5142.870883532554},{"x":205.14682662885605,"y":5122.26253827749},{"x":452.06694742464254,"y":4305.267210004499},{"x":1685.1166028898085,"y":2358.391121723443},{"x":3695.0544368035708,"y":4793.082055223431},{"x":4659.732326173262,"y":4380.8358932191295},{"x":4942.150150353519,"y":1907.9309186934072},{"x":5659.104893110463,"y":818.2977958308504},{"x":7110.434898274183,"y":1757.503757074665},{"x":8414.619408342855,"y":333.48832011684397},{"x":8910.559048704908,"y":303.26679125843253},{"x":9651.015393647942,"y":389.5361567753126},{"x":9809.155142897966,"y":632.4612968027021},{"x":8106.744623459634,"y":3360.875914677183},{"x":7259.497383872029,"y":2916.465042073696},{"x":6776.048529204863,"y":3270.9778728393103},{"x":6057.316923015077,"y":4406.948895364622},{"x":6334.682285832732,"y":4695.487843365242},{"x":8758.377493992117,"y":5752.9712365316955},{"x":8210.51689552073,"y":5994.540569406672},{"x":7976.450844978509,"y":7536.2646474711455},{"x":9237.892232835115,"y":9967.73520701327},{"x":5408.979025656605,"y":9744.893463377639},{"x":5486.437214394417,"y":9007.417987757526}]
41266.229995	15978210300	[{"x":8142.629072590902,"y":685.6680817760636},{"x":8405.204005628751,"y":3134.8690121275804},{"x":9370.58826694714,"y":5418.784740968487},{"x":8484.196327406342,"y":5331.082594796448},{"x":7219.595625421159,"y":7283.0666553967285},{"x":6428.472497472192,"y":8572.45976495679},{"x":3574.2086464878525,"y":9043.207762622858},{"x":3488.670419771106,"y":9180.875406617504},{"x":966.5015320852102,"y":9894.364694077885},{"x":951.5502761760312,"y":9580.932235513541},{"x":1170.4519282952278,"y":8840.615942672584},{"x":2134.2603556374843,"y":7569.409918910621},{"x":3309.0405773865455,"y":7242.1228101461975},{"x":2831.825662625262,"y":6763.678439024219},{"x":3580.8026596097607,"y":5896.9857163210245},{"x":5259.357448314936,"y":6367.473017015147},{"x":4751.680426303433,"y":3999.843464400476},{"x":2934.728757435191,"y":4189.518894556716},{"x":1831.72106775646,"y":4804.490278488003},{"x":1988.8518637357586,"y":4230.012058348994},{"x":1722.2474365573885,"y":4229.07081028711},{"x":544.1698023385142,"y":2166.7383793064037},{"x":2863.7871431272506,"y":970.5309701934368},{"x":5980.344241202844,"y":2233.7469456520307},{"x":6620.943945754366,"y":198.14702707997878}]
39738.390189	502238800	[{"x":2794.1924381716176,"y":524.4109944167957},{"x":5735.860350032682,"y":222.46002892105886},{"x":5841.742647225615,"y":2079.167158348236},{"x":7019.304190268552,"y":1019.6746617312443},{"x":9920.63930510466,"y":361.3963096845295},{"x":9510.400467420457,"y":1477.010860784732},{"x":8502.080797494818,"y":2023.6659510316572},{"x":7944.171964802087,"y":2075.673660558973},{"x":8301.455730790354,"y":4731.611969499948},{"x":8844.458677946892,"y":6218.777854916765},{"x":8907.851944019589,"y":8343.147824232192},{"x":9203.706151833761,"y":9238.920214655103},{"x":7512.056653361076,"y":8329.698252435723},{"x":7015.351036719258,"y":8125.736551538626},{"x":6115.442070562076,"y":8622.347551341263},{"x":6256.667220017966,"y":9123.040418290742},{"x":3928.7030811456066,"y":9576.959022548272},{"x":3775.869783333709,"y":8066.424274755097},{"x":4495.761117883204,"y":8245.525965414801},{"x":6098.606946044064,"y":7507.090566859832},{"x":7039.289817948281,"y":6744.744034184588},{"x":5672.479878658168,"y":5797.166325562004},{"x":5090.423242461264,"y":5085.779499989624},{"x":4224.476301432643,"y":3803.4930671672146},{"x":2839.28528178236,"y":3497.6487104804232}]
40568.197915	1998772900	[{"x":9770.567535564094,"y":862.840160418326},{"x":8559.574742940185,"y":3444.6269252700035},{"x":5916.113535438735,"y":3253.4183924448935},{"x":6453.441691806912,"y":5228.521109493903},{"x":7997.572363166575,"y":5406.546286634047},{"x":7828.154595284931,"y":7064.743650150867},{"x":7099.748373057352,"y":7943.259703040304},{"x":6869.209207882924,"y":7859.544179034235},{"x":6354.188875970377,"y":8505.883858262747},{"x":6413.634535347701,"y":8054.885045793464},{"x":5130.541128291765,"y":6048.290922925425},{"x":4475.646343700586,"y":7340.367181381826},{"x":3528.075505980601,"y":8737.458135018029},{"x":1289.334775741461,"y":8621.25788589384},{"x":505.2458494857773,"y":8680.281746869343},{"x":628.2778720307548,"y":5870.732290083729},{"x":67.03653278700116,"y":4239.911861139452},{"x":2626.209909657331,"y":2463.417510830405},{"x":2799.291959281638,"y":1575.1699175819635},{"x":3052.8619599162575,"y":1502.6640513213422},{"x":2645.3347541477146,"y":608.6560975521791},{"x":1992.4468492142746,"y":347.5956919877796},{"x":2977.8661643870137,"y":383.1669336928165},{"x":5814.445073933559,"y":855.4048787409629},{"x":8792.738944393272,"y":1501.4479131410362}]
43709.867226	4816518300	[{"x":9150.613296582862,"y":408.30737793019273},{"x":8844.600894875372,"y":4300.656695369901},{"x":6412.883826555681,"y":4840.743104936281},{"x":7692.3421655522225,"y":6359.114197109844},{"x":9723.239431186432,"y":8144.6010009366055},{"x":9107.369347621256,"y":8177.8849341383375},{"x":7015.547043995614,"y":9666.129887541038},{"x":6772.64595027673,"y":8603.745543190642},{"x":5108.222013706138,"y":6577.611185731721},{"x":4050.01706192369,"y":5909.942971996677},{"x":3936.673122254724,"y":6295.359199985761},{"x":3731.0239488710554,"y":6807.4331086373195},{"x":3235.334814021426,"y":7134.317003953204},{"x":2383.0964123668437,"y":7598.278430844907},{"x":2211.9324502798427,"y":7139.154199341589},{"x":1225.6677681589563,"y":7655.941430404099},{"x":714.9288097867607,"y":4457.683705566819},{"x":722.1563435644085,"y":818.0440890584962},{"x":2431.0654951189945,"y":1532.4407250827883},{"x":2659.094602586469,"y":2588.8251340360307},{"x":2164.6377434803403,"y":3224.201998203204},{"x":3125.667848036159,"y":4411.905090689138},{"x":5577.75138827544,"y":1967.3757974826597},{"x":5826.365190371602,"y":879.4820731261957},{"x":6971.573679825572,"y":1377.7734810991742}]
41587.661511	155692600	[{"x":1939.6833403225228,"y":9931.88359371822},{"x":2071.37801993795,"y":6499.38648720072},{"x":972.6825354507977,"y":5157.867612473083},{"x":563.7407991382134,"y":4714.209928495496},{"x":470.1385672731226,"y":3294.4939562635573},{"x":1015.9243592288983,"y":2168.765555117672},{"x":1605.5517505665389,"y":1051.5344009585915},{"x":2133.1293336370422,"y":706.3568993256465},{"x":4998.082400941779,"y":1485.775771470069},{"x":5570.0130901761395,"y":2448.500439292903},{"x":6323.787462742123,"y":1007.0679608649968},{"x":7306.456402715793,"y":567.4389994267096},{"x":7805.328462578237,"y":2076.9905368062073},{"x":9053.351982753104,"y":4155.082010580376},{"x":7767.852111655594,"y":5408.7716823096},{"x":8583.505544535614,"y":6610.6639199239735},{"x":9157.940329132745,"y":8123.298116844703},{"x":8788.002738864721,"y":8072.586136297393},{"x":6706.510351706523,"y":8782.680027270468},{"x":4786.834885838263,"y":7490.536242837029},{"x":5408.179132399605,"y":5284.512147988855},{"x":4375.870958832218,"y":4042.769365630868},{"x":3792.562851646188,"y":5358.580966977867},{"x":3303.301720212834,"y":6076.292953595188},{"x":3703.0173198957727,"y":7443.344494429488}]
48610.061893	440274400	[{"x":9234.85165269468,"y":340.9768912210924},{"x":9467.759570889279,"y":3476.3053897415434},{"x":8483.842537013614,"y":6020.252176188952},{"x":8108.611685424679,"y":7684.97875720181},{"x":8894.175784839881,"y":9477.01714546674},{"x":7643.994902614357,"y":9789.259391855998},{"x":7288.279721525613,"y":8791.367771283987},{"x":6581.029800473939,"y":8528.475329254132},{"x":3546.78407509887,"y":9752.895314013149},{"x":3794.0641783274564,"y":9058.905343101218},{"x":2929.9335780439933,"y":7756.91456792436},{"x":3842.635842854983,"y":6858.743210865506},{"x":2542.331050798726,"y":5729.774099067317},{"x":2183.437369194327,"y":6295.660126905988},{"x":486.2010279570763,"y":8345.643230272755},{"x":280.01874110259183,"y":4897.9839248790195},{"x":525.1307122381758,"y":3847.77374985947},{"x":1332.7750391604786,"y":507.7617262933174},{"x":2411.88767489736,"y":2052.637860106459},{"x":4519.091316309802,"y":2906.2372313277447},{"x":5124.319955246667,"y":3042.163496644763},{"x":5424.42151987766,"y":4704.079117554016},{"x":6872.134089136804,"y":2128.428544134288},{"x":5392.999594352438,"y":1517.168405754542},{"x":5581.0828100938215,"y":113.79816132801953}]
39225.575974	1091006200	[{"x":9820.443261238957,"y":6237.655424229848},{"x":8981.570230139023,"y":7638.385807059578},{"x":8888.547089857171,"y":7483.3500402503305},{"x":5973.464583288698,"y":7076.620753437439},{"x":6141.759365786074,"y":8427.7540828355},{"x":5732.370776949818,"y":9316.884371523944},{"x":438.0637055575601,"y":9148.274791697433},{"x":644.707671573703,"y":8710.809792893673},{"x":1493.8008476496689,"y":6651.743753091541},{"x":861.8548552675527,"y":6463.4173661144205},{"x":318.1026355873191,"y":5226.2263823859275},{"x":3097.9286744698575,"y":5485.673673717878},{"x":3512.068729022261,"y":5674.666360184886},{"x":3189.965942701854,"y":4671.768788538968},{"x":2675.1855194416808,"y":3829.7745390656905},{"x":2640.552982822471,"y":3610.8547551521697},{"x":3377.596274808429,"y":3016.032927799757},{"x":3087.725271207306,"y":2784.035753687752},{"x":2754.7809916560673,"y":2780.529887691446},{"x":1558.4987026963302,"y":1951.3008634416365},{"x":1409.2705980582173,"y":1237.8358958186825},{"x":3654.4886033902794,"y":875.6476730675002},{"x":5777.255719886516,"y":1700.5848538275811},{"x":4518.040286333905,"y":3338.516018480341},{"x":5535.9601773446875,"y":3424.869329779259}]
44135.648810	40765100	[{"x":685.6258046083201,"y":783.8182772421333},{"x":2067.691884043998,"y":878.2452668718457},{"x":3678.6340323120103,"y":3455.8595117652553},{"x":5035.106478326137,"y":3579.989070223268},{"x":5163.105862468736,"y":3850.8563933081045},{"x":6381.240568910829,"y":4525.489437423844},{"x":7044.444241328732,"y":2723.0134268933466},{"x":6224.610685528373,"y":1707.5610220982653},{"x":8028.686778326242,"y":711.326933267859},{"x":8737.88189749214,"y":75.71760419148514},{"x":9460.477532358886,"y":913.6487387813594},{"x":9530.82862750603,"y":2259.2425546956533},{"x":7979.334536754394,"y":5762.139041205501},{"x":9398.160513150295,"y":5962.2733967390195},{"x":8877.185051992825,"y":7542.374119164097},{"x":9229.466596286607,"y":8736.775443784722},{"x":8957.550900109942,"y":8852.528465835874},{"x":6251.858238124659,"y":8476.023429465986},{"x":4957.371340091315,"y":7331.75598126875},{"x":3868.8340126083685,"y":7603.306090972332},{"x":4079.9530558596052,"y":8451.18741300273},{"x":607.9510312058612,"y":8519.07630027043},{"x":504.39269282620097,"y":6788.791496494743},{"x":2212.015223844735,"y":5905.59042626223},{"x":1010.1662794703318,"y":5366.660892157056}]
46885.579458	3209562200	[{"x":9830.382874848956,"y":9528.643688555441},{"x":6215.494728472187,"y":8733.535310588091},{"x":1863.4284303246773,"y":9845.338685576316},{"x":1669.1328102851683,"y":9944.149129218753},{"x":1908.9134956141388,"y":6231.25687286342},{"x":2271.781712942373,"y":5759.407711546493},{"x":6.245603455171893,"y":4419.624866036667},{"x":1314.8383933252646,"y":3503.1569239850437},{"x":2431.633162802,"y":2680.3333615817583},{"x":2668.009164576456,"y":1985.5739165586317},{"x":1438.0511667988521,"y":815.0892039191394},{"x":4373.043157920897,"y":339.1109332067756},{"x":4018.048231372099,"y":1558.8477912792225},{"x":5011.803045477635,"y":1721.6439448772242},{"x":5921.0336248107105,"y":3469.6511342951335},{"x":6818.206340389109,"y":1473.3591588351371},{"x":8881.994615025771,"y":1371.3391268011476},{"x":8955.435180067518,"y":3142.8565409959765},{"x":9979.174734656255,"y":3579.4753625433564},{"x":8832.518817209786,"y":5295.418766701975},{"x":8343.825654051005,"y":5904.151358343701},{"x":7296.0540778134855,"y":6009.121981069615},{"x":5605.417554464251,"y":6142.702935618144},{"x":8819.514236453131,"y":7775.932210417601},{"x":9489.762730572042,"y":7686.601050025426}]
39735.166099	1552440800	[{"x":9716.055539467437,"y":1980.5232330289025},{"x":7536.40443178323,"y":7759.010028830999},{"x":7568.084464753159,"y":7833.520355072687},{"x":8201.978992610619,"y":8588.47710815742},{"x":7868.724449622282,"y":9188.424494351171},{"x":6249.485208926005,"y":8997.560767839632},{"x":6111.886412942937,"y":8719.151799293433},{"x":5309.0651974414195,"y":9074.52348255201},{"x":5206.930187097125,"y":7627.922962496975},{"x":4549.712778586464,"y":7553.70495332564},{"x":4483.787820616187,"y":8815.688507604706},{"x":2908.1397815213254,"y":9563.047126517538},{"x":2846.1214335131835,"y":7885.732186841178},{"x":1044.0507343641607,"y":7982.60511954989},{"x":1604.669768515077,"y":6601.128277834184},{"x":1658.264561464837,"y":6111.115730679732},{"x":2267.3260857638666,"y":6271.5624639456855},{"x":2989.2676950563628,"y":5253.622919290142},{"x":4703.043755384433,"y":5443.41976731791},{"x":2235.0259311911723,"y":3466.1743993712657},{"x":969.938955156345,"y":1640.1247390884787},{"x":3049.4798669460642,"y":1502.1782985545003},{"x":3428.5288589254455,"y":1705.906570235546},{"x":5840.358362352288,"y":1556.4695039577755},{"x":6615.171206877264,"y":722.8732833580505}]
40052.637223	150325800	[{"x":1043.4615021514483,"y":833.9258906157138},{"x":2161.1832299771554,"y":125.66339671277476},{"x":3362.1570071302713,"y":2100.212374330962},{"x":5023.348305930099,"y":2369.6830632097535},{"x":6021.6612993213985,"y":4595.929707117122},{"x":7233.775538032117,"y":2021.2997781733036},{"x":8579.960681754885,"y":2932.803211471611},{"x":8782.779295155171,"y":3045.0330226846095},{"x":9730.00257113228,"y":2579.998527048196},{"x":9154.60994063992,"y":5487.245862180819},{"x":8084.293944679135,"y":5982.210112879089},{"x":7751.605424637864,"y":6623.1610732938525},{"x":7071.876530046167,"y":6987.931838673612},{"x":7211.880465172848,"y":7558.619405688151},{"x":9681.38412635455,"y":9260.456102769758},{"x":9166.31021000603,"y":9908.34476932218},{"x":6405.894941185417,"y":9783.87500859908},{"x":6318.236577792667,"y":9267.59432178101},{"x":4568.693078772741,"y":9324.61998058142},{"x":4117.584375737617,"y":6422.423388134168},{"x":2944.0588496526852,"y":6708.2390212030805},{"x":2905.197510433423,"y":4672.40986486361},{"x":2263.838276290354,"y":5017.269618317336},{"x":1953.9225161257082,"y":4957.095641824364},{"x":1833.7927032795012,"y":4564.252798618588}]
44395.795537	377131300	[{"x":665.2823757059751,"y":448.99727038383344},{"x":4583.699971771513,"y":1413.02117391419},{"x":5121.354096204737,"y":1402.760673640213},{"x":4810.032090160761,"y":2776.743013818656},{"x":5667.102674617172,"y":2350.5054923514253},{"x":7051.597109982397,"y":988.3619696999434},{"x":7982.368829497434,"y":1259.9377701965495},{"x":6884.836233570957,"y":3322.833730166658},{"x":6487.05969712068,"y":3355.4356596122793},{"x":6665.44774263301,"y":4341.183285076998},{"x":6223.76100021955,"y":5099.541210141942},{"x":8586.30273816388,"y":4267.021325450097},{"x":9595.61720631067,"y":5843.183382835901},{"x":8878.262608382469,"y":6890.249753813803},{"x":8754.866805835221,"y":6873.915246781408},{"x":9196.319280622853,"y":9691.468159610544},{"x":6937.952774081969,"y":8893.921876150844},{"x":6130.867562883613,"y":7946.610059657515},{"x":6082.170665464937,"y":9649.458973554058},{"x":5520.487428081306,"y":9822.065208520627},{"x":196.14771653497087,"y":8311.411827955186},{"x":729.7438387868887,"y":6896.260491139123},{"x":1060.020408410055,"y":5622.459735830443},{"x":1640.5488078533456,"y":5701.635082420876},{"x":2854.083033480321,"y":4938.395170685632}]
37082.909790	417284500	[{"x":9993.948704859959,"y":1783.4125153081836},{"x":9688.858140666196,"y":2162.8201379632997},{"x":9563.789557354516,"y":2521.3726724519706},{"x":8250.893816186906,"y":3997.595594712774},{"x":9647.074526181701,"y":4780.045964974663},{"x":9691.592328237413,"y":4887.028462920605},{"x":8566.915091474775,"y":6480.901786577907},{"x":7453.35428629194,"y":8731.278274745395},{"x":6106.172100165162,"y":7598.961507733946},{"x":5051.62128002562,"y":9416.05163500317},{"x":3894.226052190273,"y":8544.362099039843},{"x":2091.121605085909,"y":6365.255824485319},{"x":3343.9648576768755,"y":6299.537898925933},{"x":3257.976818794402,"y":5105.320751266956},{"x":2889.3326603783885,"y":4393.104842149121},{"x":1874.0047982053557,"y":2996.241890480355},{"x":723.3461087495417,"y":3410.8588633565173},{"x":844.1812807449049,"y":3074.8853087190464},{"x":689.7517293745102,"y":2796.2969296031692},{"x":3015.854950293431,"y":566.0516673372263},{"x":6017.186849263994,"y":1117.9007814879928},{"x":6113.154355356557,"y":3263.0841898815297},{"x":6079.091460720793,"y":3488.2079697021813},{"x":6499.384335760076,"y":3295.305302767143},{"x":6895.577444637591,"y":2723.055760447575}]
41374.265498	178076200	[{"x":9545.870292668744,"y":735.0060937201077},{"x":7413.372472937767,"y":2588.369972070925},{"x":6479.987382334333,"y":3541.017665221454},{"x":6652.710359885869,"y":4094.555056256888},{"x":6441.555481222637,"y":5167.453867488777},{"x":4191.308645782419,"y":4259.048824996644},{"x":4148.200600100791,"y":6362.335778853719},{"x":5242.921662095624,"y":7306.789509543581},{"x":6114.6555343603195,"y":8395.833196393956},{"x":6242.236786701763,"y":8791.342615910089},{"x":6179.001335837339,"y":9469.284269475345},{"x":3402.1840820564694,"y":8937.637311492534},{"x":778.1034310674527,"y":9354.275558385467},{"x":1004.9737379475694,"y":8987.070106996882},{"x":970.0122828567115,"y":8386.7725303712},{"x":428.48601537968204,"y":7364.46667168463},{"x":1139.0349610062426,"y":6511.680732124584},{"x":2162.4108430192177,"y":6623.572566093566},{"x":2773.977063793661,"y":5299.169586695126},{"x":314.02327316784454,"y":4020.356394507274},{"x":2460.5195394953357,"y":3380.624725286042},{"x":2693.6098603560904,"y":2025.3306419995483},{"x":2407.5739437605584,"y":57.55076044081239},{"x":4805.51512257279,"y":1106.2179472962612},{"x":9229.086709207199,"y":577.634008009006}]
42662.823301	122152600	[{"x":137.88552149019927,"y":459.21197952138044},{"x":1392.869359280929,"y":607.6499840383177},{"x":2929.37602892574,"y":2719.0542945433845},{"x":5134.343513310608,"y":490.80900491026847},{"x":5610.50693220454,"y":2622.712787690653},{"x":6713.0046663304565,"y":3837.607043761406},{"x":7401.554253300588,"y":3637.2171833879934},{"x":8883.818450036515,"y":2245.711474518086},{"x":9582.422943365926,"y":2558.305279210581},{"x":9531.566319777445,"y":4037.020419674577},{"x":9992.137458236855,"y":6833.839501730061},{"x":9126.154030714019,"y":6497.743350732276},{"x":7185.906679195218,"y":8145.871266517366},{"x":4982.545944672042,"y":6084.605638357468},{"x":3880.6880116005377,"y":5224.825287873037},{"x":2799.376011718755,"y":5763.048341474049},{"x":3806.6476981578116,"y":6414.129715915684},{"x":3511.4968357897496,"y":7314.413896336065},{"x":2288.551625624649,"y":8534.668468618762},{"x":657.4883405071438,"y":8754.096801177013},{"x":989.5771650580073,"y":7425.265427338398},{"x":1364.252717328627,"y":7307.687015817153},{"x":407.9421718073115,"y":6629.227896229869},{"x":1024.7644243645482,"y":4516.526354763325},{"x":942.5971100613525,"y":2104.0341783737103}]
39910.377080	94707600	[{"x":636.70837273528,"y":603.9620448025524},{"x":1754.6475086096486,"y":242.09058906964978},{"x":5072.85832499703,"y":355.01750930613355},{"x":6900.155151887888,"y":2494.604508913703},{"x":8102.011663555495,"y":1826.7652716219318},{"x":8185.020858254408,"y":2457.45117480486},{"x":9714.972961008356,"y":2666.0489672359495},{"x":8435.253466950135,"y":3782.722824167517},{"x":8602.13016310431,"y":5382.884280083099},{"x":9302.040357158832,"y":5801.456317677941},{"x":8535.098003686304,"y":5746.926009033146},{"x":8137.508611503792,"y":6337.37126219923},{"x":8315.121871718831,"y":7881.297535661587},{"x":6262.024436919461,"y":9632.602237552412},{"x":3071.9154308235443,"y":9986.514277024622},{"x":3178.1073543874877,"y":7969.239034666571},{"x":5187.712367426104,"y":8548.06755640161},{"x":6390.717574184666,"y":7462.289639384791},{"x":6379.746662867048,"y":6790.873692998507},{"x":5565.63434098727,"y":5974.904857555879},{"x":5274.472534136275,"y":5652.710447211726},{"x":4150.938083234272,"y":4853.132892465162},{"x":4576.279239240995,"y":3827.246281187654},{"x":1862.5251158128494,"y":1594.5168423962984},{"x":2062.274379838421,"y":1201.8987937116658}]
41152.435704	223785800	[{"x":7.957850147897455,"y":4219.9266692371875},{"x":2076.0940440845907,"y":2664.929406165715},{"x":3799.018745619345,"y":2575.33479334235},{"x":4500.386927682826,"y":2103.35364820097},{"x":3339.6608120095534,"y":363.5275541189147},{"x":4130.550932098924,"y":128.7208373919377},{"x":6095.717950527043,"y":752.403453337003},{"x":7708.8616906341,"y":90.9844504169611},{"x":7444.659406360245,"y":1019.9656861798596},{"x":9196.450127932532,"y":2001.138217005212},{"x":6570.833345603574,"y":3328.5385305143327},{"x":7449.971907500599,"y":4154.8013131524895},{"x":8114.051154874965,"y":4067.2244120810014},{"x":8081.238851287756,"y":5279.692675293707},{"x":8731.680587567005,"y":7480.772619880187},{"x":9673.931136456113,"y":8330.4935204412},{"x":7772.166989363297,"y":9565.183232665793},{"x":7407.889025637722,"y":7922.853755987431},{"x":4889.186455273246,"y":7250.033274119789},{"x":4037.4589753446726,"y":6955.135828691043},{"x":4876.998588941423,"y":6333.524183308815},{"x":5414.214462157081,"y":5412.036930840903},{"x":5940.667570858148,"y":5595.638261630938},{"x":5879.710564761801,"y":5000.688449419845},{"x":4546.944361936155,"y":4475.428474161084}]
42404.029687	1048647900	[{"x":25.75413482666847,"y":6580.93953028878},{"x":3580.018258598328,"y":2489.629686217142},{"x":2332.2828398076094,"y":105.19412270252819},{"x":4434.133670624237,"y":172.38186952928947},{"x":4585.837160065384,"y":91.87977491320791},{"x":5096.978072374869,"y":368.7611240958183},{"x":7090.216836718225,"y":180.58190069118953},{"x":9432.524690805452,"y":29.044044520356383},{"x":9256.594609289697,"y":2111.6393381147595},{"x":8099.868653170221,"y":2188.9572838103636},{"x":8285.680674317447,"y":4293.164202523864},{"x":7989.40514840764,"y":4871.587348631972},{"x":8872.930349377462,"y":5105.277979575041},{"x":7373.996594495098,"y":6640.81512058669},{"x":8801.354508964614,"y":8971.881079756224},{"x":8940.626342796013,"y":9409.019346338782},{"x":7914.748354910688,"y":9671.528205265953},{"x":7555.584352250019,"y":9930.960122730527},{"x":6643.780375717827,"y":9008.912387475171},{"x":6337.564131155763,"y":8971.852048307994},{"x":4337.823683556419,"y":8582.564684946106},{"x":6336.359020261859,"y":7671.7183448714795},{"x":5666.389386365829,"y":6028.8928019616715},{"x":4600.534242619831,"y":6223.613558537525},{"x":4442.633323284776,"y":6351.538708918376}]
38564.729676	319787600	[{"x":7855.4495096178425,"y":9724.661228974424},{"x":7756.242771209868,"y":9620.07166013089},{"x":6924.663875585962,"y":9630.980178454143},{"x":5597.176105072488,"y":8551.051573615709},{"x":5420.888686661274,"y":8280.206108494362},{"x":3298.3475060889095,"y":7656.956554169262},{"x":940.400995189883,"y":8581.312851575869},{"x":1517.1188662042384,"y":7066.688356378444},{"x":576.4225172381114,"y":5950.390516750166},{"x":2056.4284702074106,"y":5743.422626800275},{"x":1827.5974146956787,"y":5251.81679151825},{"x":1514.209882885019,"y":4507.259072121494},{"x":1898.080255473429,"y":3863.6332203897377},{"x":3488.997012388863,"y":4746.841003494536},{"x":3783.2529544905365,"y":3685.368174826425},{"x":3283.7448466516585,"y":2549.295852060135},{"x":2016.1053039955557,"y":2236.85396638596},{"x":1199.2067775801258,"y":1897.778125251223},{"x":4463.142138684323,"y":49.54992996205591},{"x":4803.036419533781,"y":854.0503202036595},{"x":5991.016289310893,"y":668.3661940782285},{"x":5556.429309917671,"y":1971.4366723695814},{"x":8387.388972619287,"y":2134.4122385356604},{"x":8015.755266690448,"y":3388.190599336998},{"x":8168.254660035795,"y":9290.639631613149}]
44532.017108	301345800	[{"x":119.64010610578059,"y":720.395351619225},{"x":4300.624494867875,"y":3910.4638881255164},{"x":5661.586577146476,"y":4902.259224082162},{"x":6957.5865752729605,"y":4519.766492572931},{"x":7844.28920323765,"y":2421.2441708372476},{"x":7910.643664501929,"y":1331.4789718281709},{"x":8559.12081698561,"y":2023.7712230450963},{"x":8156.297175014039,"y":2449.895005919482},{"x":8680.928737412285,"y":3665.607431647303},{"x":9587.310421729764,"y":4062.779610918597},{"x":8974.206284898513,"y":4425.590629098911},{"x":8027.809923521586,"y":4657.219809919585},{"x":8546.545212783036,"y":5701.432578592511},{"x":9793.404182547525,"y":7460.852608815952},{"x":9848.337225244339,"y":9035.742465898868},{"x":9052.01127055297,"y":9067.500588092922},{"x":8012.201059586738,"y":7342.125491087496},{"x":6756.713269687037,"y":7984.6144995999},{"x":1623.699642230267,"y":8117.561189958964},{"x":344.0849767015059,"y":9766.393081793252},{"x":134.96685214489568,"y":7341.794201172172},{"x":1362.7453438573527,"y":6192.918813330703},{"x":2396.5365513166107,"y":5589.751354562199},{"x":1393.860645557452,"y":3618.7551570955675},{"x":1708.195393596618,"y":3147.675184300198}]
