heap_len	heap_nanos  heap_mc_len	heap_mc_len_percent	heap_mc_nanos	heap_mc_circuit	
37372.587424	1326857300	37372.587424	1.000000	27005700	[{"x":456.36575258569553,"y":9521.70257659731},{"x":2711.6733970517666,"y":6357.501806363438},{"x":2450.050034605396,"y":5620.402656907855},{"x":2439.8951754273157,"y":5383.4350727488645},{"x":3732.2031602982374,"y":2204.2809450761742},{"x":4116.682127125938,"y":1336.9360624706496},{"x":2856.488503597401,"y":163.09388879612186},{"x":2682.3074756715364,"y":43.966060576194145},{"x":5174.300352191842,"y":840.1299790878115},{"x":4640.068002431012,"y":2729.771207270918},{"x":6792.3904867068,"y":6264.847040620083},{"x":9239.285688971655,"y":4822.644913782213},{"x":9811.649982800916,"y":6031.893761343551},{"x":9963.791882094105,"y":7778.812117934204},{"x":6709.125285879589,"y":9885.12450889794},{"x":5837.0716200891375,"y":9632.48418518442},{"x":4758.805764174876,"y":7833.744935241458},{"x":1275.772588042207,"y":9194.800419783667}]
35934.163978	2584100400	35934.163978	1.000000	6001800	[{"x":1296.9380531088539,"y":1816.9527914325793},{"x":6478.201032457432,"y":4628.886849497114},{"x":7657.660638186032,"y":3283.4678164854486},{"x":9403.135137121733,"y":4290.880658550335},{"x":9352.769770538753,"y":6896.821085552295},{"x":7791.587495809579,"y":6419.1200348604625},{"x":7825.1015494692665,"y":7520.551519667594},{"x":6876.72992488709,"y":9596.696912888237},{"x":6577.95239036014,"y":7072.849740570222},{"x":4749.426916917011,"y":6148.052963987509},{"x":3268.271226673399,"y":6511.247246206258},{"x":3138.055132564171,"y":7061.747532338339},{"x":2270.991371144795,"y":5905.286542393664},{"x":467.088883589842,"y":8054.21775674044},{"x":439.2471754850172,"y":7117.237476490579},{"x":33.389126928138474,"y":5563.683722574214},{"x":2009.452251161489,"y":4376.7575037251445},{"x":2220.2496109977824,"y":3413.1989694825343}]
32526.260257	110493500	32526.260257	1.000000	999400	[{"x":228.67166922587754,"y":2763.3403199630507},{"x":2312.1939379795253,"y":3178.840500618354},{"x":4779.923696169518,"y":902.7651354066146},{"x":5487.759345425428,"y":650.1814015788375},{"x":7543.29020542742,"y":107.55328581353949},{"x":7784.592066436925,"y":1079.5046246132279},{"x":7091.242574800034,"y":2040.7008317665113},{"x":8232.407119896052,"y":4301.097516239822},{"x":7906.41834447935,"y":6197.6073603203795},{"x":8765.747405790515,"y":8819.087695462571},{"x":8965.625822175152,"y":9102.711262376017},{"x":8481.507055583215,"y":8676.499243554366},{"x":7023.779622058401,"y":6941.867674448335},{"x":5830.231339490055,"y":7310.770116505645},{"x":4235.457125640073,"y":8435.34385867148},{"x":2859.392636405525,"y":6519.009228293677},{"x":2539.0975908929026,"y":5798.304877527859},{"x":1205.38098166625,"y":6348.784699893329}]
37816.024186	1269618400	37931.802073	1.003062	28015400	[{"x":438.0531158621667,"y":7865.010678046556},{"x":1633.4650888467847,"y":7019.155632739602},{"x":4219.417828154211,"y":4797.856407392866},{"x":2109.643988954364,"y":2581.9932629117516},{"x":114.11081974957852,"y":2196.0631764259733},{"x":4981.435244137044,"y":705.6018504396505},{"x":5022.403855779032,"y":656.6364691631014},{"x":5709.8043349153795,"y":3237.282130886296},{"x":5743.3205147554945,"y":3898.049542637459},{"x":5968.404757910267,"y":4267.734594491386},{"x":6583.893381238648,"y":3936.4536156052186},{"x":7812.09074436068,"y":4028.724991347635},{"x":9361.517138724423,"y":1682.249812023382},{"x":8774.610328366789,"y":5417.074975391289},{"x":8259.882447657481,"y":6024.501197691401},{"x":6263.200498324334,"y":8621.551479342226},{"x":5455.191058016419,"y":9481.861663343834},{"x":2342.768243027098,"y":8503.368883655594}]
34851.078360	643020900	34851.078360	1.000000	8364800	[{"x":2794.9880948370287,"y":9711.181699174127},{"x":2344.769439861647,"y":9311.142356286136},{"x":3905.408734534529,"y":7685.696387202618},{"x":3131.6109186744184,"y":6855.079871588016},{"x":3648.035820635188,"y":3918.991585140361},{"x":391.0214236591365,"y":4175.248583639822},{"x":1165.1798478887135,"y":2790.1221421111986},{"x":1077.0245915185005,"y":2333.840480976683},{"x":2988.110734928983,"y":475.95674868739667},{"x":6220.073908317386,"y":688.3858286410938},{"x":6689.937517547038,"y":1057.1071572916694},{"x":5939.010475051693,"y":2055.257870730325},{"x":7503.1237392906605,"y":2457.2953269043737},{"x":8383.02215495972,"y":2147.7638696218078},{"x":8012.746941791305,"y":4597.188881122442},{"x":7048.787373198441,"y":4614.072512160571},{"x":7410.673217486733,"y":6006.786292496393},{"x":7955.264744594868,"y":7808.086326272583}]
38875.476243	320494100	38875.476243	1.000000	1000200	[{"x":236.85241193585995,"y":8429.703703222202},{"x":1183.1655460626444,"y":8147.851988254181},{"x":3772.4157912898177,"y":3335.7630179240714},{"x":3134.633882485276,"y":2670.129965345768},{"x":902.8130443988168,"y":311.80158136076136},{"x":2508.05569831474,"y":1096.8132156327292},{"x":2978.133922654583,"y":1691.4660252813433},{"x":3702.2271419912595,"y":1636.7340151014819},{"x":5901.332272195224,"y":1609.7849487870749},{"x":9710.519631765223,"y":45.26411448367977},{"x":9865.879220201865,"y":523.2924797426981},{"x":8899.111357331183,"y":1737.04818908842},{"x":9365.356532318077,"y":4473.534648068549},{"x":8541.128858843225,"y":5046.212938758156},{"x":7112.929892292136,"y":5905.744222138798},{"x":7512.622585967584,"y":6505.819463350474},{"x":6756.836579166262,"y":9898.850414200635},{"x":2540.1506272053025,"y":9935.086531270828}]
35347.554927	167600000	35347.554927	1.000000	1999700	[{"x":9155.445175141123,"y":9203.45650556845},{"x":7881.46839009785,"y":9479.98165283112},{"x":4262.521779082894,"y":9386.931243410312},{"x":4709.811303968555,"y":7747.817475931967},{"x":4065.2646485458013,"y":6534.116806903617},{"x":1421.128296730448,"y":5607.24558220708},{"x":1682.0641645474411,"y":4955.095700521536},{"x":4830.933441814095,"y":4565.466306957692},{"x":6263.499446646786,"y":5993.210663472019},{"x":5932.811340751646,"y":5205.43787435789},{"x":6051.355781944006,"y":4193.491622115697},{"x":5274.488290383981,"y":1996.9260515754395},{"x":7224.981275767631,"y":1739.867042540763},{"x":7530.986680567413,"y":652.9408147072137},{"x":8583.247346523345,"y":1516.3234769577023},{"x":9746.935568371893,"y":743.2420146235992},{"x":9349.567972728719,"y":1727.1312197935404},{"x":9653.32232420411,"y":3009.7374304662326}]
42374.776912	341449900	42374.776912	1.000000	3460800	[{"x":9241.57473972106,"y":95.09469792218864},{"x":9238.097422818662,"y":2875.2197381054834},{"x":8063.792467676083,"y":5307.653583823102},{"x":7997.845967645785,"y":6826.851832879411},{"x":9133.595349299141,"y":9746.338012948876},{"x":4995.622731443639,"y":9048.458279370378},{"x":3965.34706723598,"y":9334.213910145827},{"x":3434.7624555546,"y":8210.176852719256},{"x":2444.7232450034976,"y":8554.985469322392},{"x":973.966056235918,"y":7310.668752608331},{"x":3074.7364313951934,"y":6188.95712218664},{"x":4343.115377930386,"y":6505.8100066904635},{"x":4981.951211645937,"y":4809.970431059347},{"x":2945.783344116585,"y":4339.563087572681},{"x":853.6336596535047,"y":4916.62806404834},{"x":608.5795572498148,"y":2582.5023010326577},{"x":286.6668663193696,"y":1132.783784139984},{"x":2075.6763527428634,"y":246.91833448130646}]
38947.784802	464997300	38947.784802	1.000000	2000600	[{"x":157.91628771704578,"y":87.8780329585295},{"x":7416.215486228458,"y":981.5440215398096},{"x":9396.715950088184,"y":71.0101206551642},{"x":9769.071593278435,"y":3817.6867714731247},{"x":8669.199984733843,"y":4615.852489838154},{"x":8531.262307471323,"y":4600.607956677238},{"x":7874.192127051074,"y":5857.142591956686},{"x":8838.211209379548,"y":6968.367703993985},{"x":4578.771134495415,"y":9786.409649258281},{"x":4755.266536005075,"y":8312.342822362934},{"x":3462.0720996221007,"y":7114.776088140979},{"x":2100.9486708710574,"y":6619.236222173046},{"x":3266.472475480784,"y":4852.358662735123},{"x":3616.6582678663954,"y":4533.1399244055065},{"x":4575.463848415019,"y":3857.0465640693906},{"x":3900.2616444984947,"y":2494.4687230724185},{"x":2196.2482547276795,"y":2829.7241157023755},{"x":192.75843297368326,"y":2542.6006478726786}]
41225.045540	4276053300	41225.045540	1.000000	37939400	[{"x":2075.2890799996744,"y":114.48755675795478},{"x":4829.485167675934,"y":1262.8221576022822},{"x":5032.867704934806,"y":2134.564471233829},{"x":5182.662166042404,"y":2945.818563781023},{"x":8053.412001583231,"y":26.585963275614347},{"x":8298.336382300853,"y":3979.9489726106603},{"x":8809.61597799445,"y":5753.678012870584},{"x":8369.563611030848,"y":5942.904499962153},{"x":7850.177081469755,"y":5867.159010391078},{"x":8440.548788331425,"y":6317.027388988764},{"x":9621.341150066986,"y":9891.931127808954},{"x":8052.909829233497,"y":9466.444387638234},{"x":5702.31611389995,"y":6352.957501402222},{"x":1789.486183623439,"y":9954.56315906758},{"x":1902.5067775449513,"y":9249.280305128916},{"x":1856.2705593355286,"y":7927.62261322236},{"x":735.8401774634419,"y":5566.986010305204},{"x":1249.80928652142,"y":3454.372389748636}]
38059.441728	92828500	38059.441728	1.000000	1000300	[{"x":526.57542002828,"y":8950.039459739377},{"x":336.9158625516123,"y":7352.865502625232},{"x":1690.7570604039188,"y":4057.2610659931393},{"x":3173.854605306153,"y":702.1886161101793},{"x":4430.784782294445,"y":2326.845169287607},{"x":5419.9053352911305,"y":2470.6523259608794},{"x":6346.287127778789,"y":3144.3709107697077},{"x":7230.136282209995,"y":1532.7957155296267},{"x":9972.978820133168,"y":103.97893948034812},{"x":9467.93187322046,"y":1311.9619178745033},{"x":9794.65052249962,"y":2719.7223391372618},{"x":9861.909685949344,"y":5115.850956882613},{"x":9284.806836808515,"y":5985.675973306065},{"x":7291.86634175882,"y":4738.165038852486},{"x":4234.585099609053,"y":5694.804603510255},{"x":3315.052318426229,"y":6840.946708118013},{"x":4404.191670535833,"y":7421.302345302132},{"x":3280.2289893295365,"y":9901.620411914233}]
31251.249459	832547700	31251.249459	1.000000	1008900	[{"x":9805.567989876845,"y":6156.278616369375},{"x":7666.837524531343,"y":6182.656986015721},{"x":7559.712286990216,"y":8180.828590024283},{"x":5719.596911527264,"y":8215.480063532497},{"x":4539.064527516312,"y":9387.702526187102},{"x":4284.754308918789,"y":9514.08674896858},{"x":3770.8728836880923,"y":8863.412315383763},{"x":2760.3363086066283,"y":8480.44629750947},{"x":1095.0817421084507,"y":7598.771990305906},{"x":2114.4998946751925,"y":6065.534710684394},{"x":1361.4032272798504,"y":4974.197579876342},{"x":2268.2530370533505,"y":4264.356832757842},{"x":2007.9402767711174,"y":3869.3470232804457},{"x":1288.2074586827596,"y":2496.334329506274},{"x":2696.652847843065,"y":3009.7882038188673},{"x":3167.048820982612,"y":3606.8984349856896},{"x":5664.980612053077,"y":545.5451275377258},{"x":8032.9330700669225,"y":3938.2162563682223}]
37243.714145	281618500	37243.714145	1.000000	4996300	[{"x":520.6305040639646,"y":9425.921623412769},{"x":319.864124963592,"y":6157.975983098796},{"x":991.513044978019,"y":5835.15378562451},{"x":1822.5046125465353,"y":2988.956706403002},{"x":2382.802834208165,"y":2789.631453709205},{"x":1527.355110069056,"y":290.38169756295537},{"x":4091.3280068841846,"y":2836.1948660549124},{"x":5089.527765164532,"y":604.8820413414347},{"x":6462.678611973366,"y":169.36939754332602},{"x":6416.970386294752,"y":1651.265759678151},{"x":9447.97871413927,"y":1874.4370959439455},{"x":9867.846818528664,"y":2676.630384429082},{"x":7945.748968008987,"y":2882.9912555720825},{"x":8146.415361131751,"y":3330.3237086675795},{"x":7522.090890923979,"y":5309.774667293401},{"x":6293.609920510421,"y":8308.948916257978},{"x":5732.178515295955,"y":8355.358932761159},{"x":5269.944057753371,"y":9290.414787516918}]
40241.534229	426027900	40241.534229	1.000000	2484500	[{"x":3273.5668832558513,"y":9961.844088633523},{"x":3492.434835803185,"y":6443.730547986846},{"x":4074.2657975577736,"y":5118.509457983217},{"x":3336.484043681096,"y":5468.669688015465},{"x":1418.547351720415,"y":5419.912477206398},{"x":1011.8244318210243,"y":4065.1148454112517},{"x":1513.423559457247,"y":671.40340225064},{"x":4762.736846212514,"y":158.03963680732988},{"x":5655.42728732297,"y":823.7197888087272},{"x":6854.4129447263595,"y":51.80467263913402},{"x":9549.97154741874,"y":1462.4767920565394},{"x":7489.485244614364,"y":1594.0214972065608},{"x":4944.8681247594095,"y":3031.705572264467},{"x":6604.174765737838,"y":4667.82964052857},{"x":6553.67738247003,"y":5134.923808587567},{"x":7868.691845381853,"y":6128.152192091657},{"x":7750.207400634468,"y":6638.543518211532},{"x":9438.63521494997,"y":8517.404735141865}]
39386.321389	286253600	39386.321389	1.000000	999000	[{"x":9660.541397710384,"y":3172.853539058933},{"x":6516.613917447409,"y":4523.572231930541},{"x":7242.276290266375,"y":8835.347607471482},{"x":5600.020372769299,"y":7798.816727655982},{"x":4352.206829647429,"y":7848.229945079311},{"x":2468.193982283731,"y":9882.763851686059},{"x":1851.1770922856833,"y":8723.367819954436},{"x":127.36368823475851,"y":9387.07424426756},{"x":114.19461971378041,"y":9019.490293641835},{"x":1777.8536177532105,"y":7293.01149163757},{"x":1734.8465360897403,"y":4656.56526557423},{"x":3558.2189359816252,"y":4879.8633789637515},{"x":3278.592621177078,"y":2750.665378632545},{"x":932.4434416525725,"y":420.42872017973053},{"x":1139.3644466275764,"y":175.3453235896595},{"x":2498.2271302672325,"y":21.740361224502763},{"x":4431.674985642169,"y":1859.6472685884683},{"x":7063.097232476111,"y":2240.183592606316}]
35521.554886	489230500	35521.554886	1.000000	2000500	[{"x":2365.467015527488,"y":553.3692052780293},{"x":2674.8995103545963,"y":500.3420660031286},{"x":5804.826331438484,"y":974.5512570582878},{"x":6969.9003749767035,"y":786.0530409938784},{"x":6906.093243024758,"y":4133.960107124083},{"x":7294.073809262779,"y":6402.673415409604},{"x":6684.28276476008,"y":7231.20321721317},{"x":9951.941174983012,"y":6669.515429420254},{"x":9925.328503789588,"y":9375.03767065222},{"x":7082.726233315312,"y":8933.018677943983},{"x":6604.175961977169,"y":8826.50431528519},{"x":6521.453562719787,"y":8777.623639859827},{"x":5670.679589454921,"y":9759.052880498166},{"x":4859.957936789412,"y":9973.8572370961},{"x":3057.8826136513317,"y":9042.137246190397},{"x":4316.323743850806,"y":6718.091220751563},{"x":3911.15187974689,"y":5752.230304394922},{"x":5307.808131520464,"y":4739.639380054591}]
35589.785770	58996500	35589.785770	1.000000	1000300	[{"x":8116.02169611642,"y":627.2790667647992},{"x":6217.978580796527,"y":3040.6575262725637},{"x":5079.3282429346855,"y":3012.045102802781},{"x":3864.9822394070193,"y":4263.787377260759},{"x":7757.001402861339,"y":5264.744971155533},{"x":8224.582484543002,"y":7610.725280977626},{"x":6569.398757569545,"y":8944.988794658726},{"x":6310.0570830064225,"y":8849.126406295645},{"x":3131.9294101708324,"y":9199.273494356117},{"x":1313.7902628012234,"y":9358.372587365802},{"x":658.8975117767459,"y":8812.762177758324},{"x":375.0005355303944,"y":8484.454086551237},{"x":247.95202818760748,"y":8367.778662445338},{"x":1313.518222127906,"y":6013.969934880088},{"x":1318.9400402704223,"y":2352.422559679678},{"x":1322.7008246271919,"y":1911.7087924056823},{"x":3128.026617197493,"y":76.08869810139174},{"x":6396.44138989783,"y":53.97796431304608}]
37693.733956	1221986300	38164.112625	1.012479	4997900	[{"x":121.6379378018498,"y":1300.605728096728},{"x":2115.849499542484,"y":31.417179145936583},{"x":3332.9380954909348,"y":361.29582254075393},{"x":5239.6275930531265,"y":1775.43332656293},{"x":9027.061322338357,"y":1389.006341107962},{"x":6983.282978643027,"y":1744.213386439872},{"x":6154.781239988462,"y":3598.6608625151916},{"x":5452.687534879263,"y":5307.279549164185},{"x":6235.350905361341,"y":6391.91407836812},{"x":7904.69527514969,"y":7115.414026377907},{"x":9571.14805945271,"y":7845.621710114963},{"x":9873.166402818984,"y":8265.731966031222},{"x":7758.002406527286,"y":9772.97053518001},{"x":4930.938793524394,"y":9882.598816297208},{"x":3176.6021617088923,"y":4980.454629739524},{"x":3663.944979458125,"y":2484.9969058641254},{"x":3212.5409970653964,"y":2332.5383945576846},{"x":2592.71509800493,"y":2161.148991295154}]
35256.137435	411635600	35256.137435	1.000000	5007800	[{"x":9553.867578270005,"y":9847.056241879083},{"x":4153.8678368114915,"y":9299.804227215249},{"x":3404.343105732183,"y":8116.250160112458},{"x":3377.779931968352,"y":7402.545179392663},{"x":1214.0318246094837,"y":7618.228801150345},{"x":510.6932253947395,"y":6146.962375121054},{"x":3606.3857051971218,"y":4281.069132498275},{"x":2657.7870546639438,"y":2569.2206996012},{"x":2726.1167835794854,"y":2291.3418779535227},{"x":3793.184546445115,"y":2707.339778979005},{"x":4143.777013259002,"y":2967.1668689335124},{"x":5687.943378416949,"y":789.2586044737787},{"x":6228.60871592542,"y":63.13326646734075},{"x":6882.242250025692,"y":1331.150273936765},{"x":7180.896966164851,"y":4015.320350858005},{"x":5911.217885492095,"y":4737.024390408448},{"x":8133.528954843376,"y":7925.14792625543},{"x":8918.55799381896,"y":7435.136492062509}]
35559.233857	13500000	35559.233857	1.000000	519600	[{"x":9679.351436029838,"y":261.30366262977674},{"x":9712.734291369126,"y":1047.7951443461375},{"x":9681.686383190208,"y":2928.305695613061},{"x":9003.625337990614,"y":3792.984276278228},{"x":8082.947220130413,"y":5215.43148155617},{"x":5934.405531385024,"y":5758.160883401199},{"x":6321.761131351587,"y":7212.832303256139},{"x":5080.824141893977,"y":8566.53986186236},{"x":4214.582357591751,"y":9008.758380729678},{"x":3483.643310909639,"y":9642.802795827683},{"x":3020.9968533875262,"y":9604.538588482284},{"x":2004.860777860033,"y":9949.803744585986},{"x":835.2461430688008,"y":8387.24338772198},{"x":964.6539451580827,"y":7291.683421588601},{"x":3469.647478877441,"y":6448.560611864711},{"x":4197.799159455444,"y":4013.536811998619},{"x":1097.7550704633682,"y":1237.8574287840474},{"x":2082.245635346337,"y":1334.9645030571244}]
35947.956815	151414700	35947.956815	1.000000	2008300	[{"x":8460.376601857184,"y":607.608050359616},{"x":8045.869482738634,"y":2436.592224924773},{"x":9127.783713779192,"y":2596.1637079282186},{"x":7711.139508278855,"y":5189.181168883111},{"x":8750.875723515084,"y":5929.7429462143455},{"x":8647.582944210822,"y":7406.99325444991},{"x":5439.639523465076,"y":8430.39354351901},{"x":3830.5761130054357,"y":8325.355136839775},{"x":3624.0218697122195,"y":8608.216979231422},{"x":2049.8743340888896,"y":9093.00365049433},{"x":1306.0122000817237,"y":7543.214845009494},{"x":1410.9376197662284,"y":7449.289696019332},{"x":4900.343029171338,"y":5810.98219774687},{"x":4639.979122948496,"y":4861.2404804265525},{"x":3770.170227644978,"y":4684.550482577384},{"x":2420.8685424031382,"y":2503.0040008878645},{"x":677.1390872913311,"y":1411.0640196511074},{"x":3009.7152511428994,"y":226.40604246901142}]
33621.319927	119472400	33621.319927	1.000000	2000500	[{"x":9594.768185786601,"y":5386.704569415235},{"x":9316.364508050197,"y":5354.027212035949},{"x":7252.025812789755,"y":6377.15491560375},{"x":6958.209690709186,"y":7858.746634455337},{"x":5088.913737041379,"y":6771.882155310519},{"x":5354.437415610302,"y":8524.977229627584},{"x":4808.026299873824,"y":9518.148592256259},{"x":3063.8716879737144,"y":9388.487288275352},{"x":2552.5440984472757,"y":9412.972084166295},{"x":1888.6338501381479,"y":8985.666781650838},{"x":2088.8202007136365,"y":7606.974830094901},{"x":250.22199406640522,"y":7454.972979804604},{"x":409.96469298696354,"y":7175.819415075507},{"x":2074.8396291643558,"y":5586.362625931378},{"x":246.84052429397778,"y":2690.4417992103213},{"x":2547.8415797067273,"y":2013.8402111771934},{"x":3088.5570307943863,"y":943.7682429618962},{"x":4605.572713725733,"y":541.8278850408777}]
34336.974406	1504473400	34336.974406	1.000000	21510300	[{"x":563.7536547567679,"y":6850.1128101233},{"x":1056.85100828633,"y":5205.631461534971},{"x":1052.15147773842,"y":5056.086323480067},{"x":2120.815727854474,"y":1241.8270372863085},{"x":5841.127266448989,"y":1929.8907921779314},{"x":4585.067989465912,"y":2756.3195543443285},{"x":4255.856261735095,"y":4221.431724189962},{"x":5311.1605362375185,"y":4008.655532526562},{"x":5840.552871038057,"y":4754.14002173315},{"x":7151.375394161513,"y":3729.0545344128327},{"x":7401.408658270203,"y":3639.6942812931375},{"x":8218.89673114574,"y":2595.686812186992},{"x":8672.951300919998,"y":3709.9008212316},{"x":7304.965569650136,"y":6628.346226817398},{"x":8054.314772114784,"y":7738.022004584347},{"x":4237.217954912301,"y":9622.375162050203},{"x":3450.5977204162164,"y":8958.874812054575},{"x":3565.5052047458576,"y":6554.777216509605}]
39412.511320	1257009700	39412.511320	1.000000	5001800	[{"x":5982.400080935987,"y":16.951583668420884},{"x":7913.890446815338,"y":2113.045835989446},{"x":9987.088442769358,"y":3426.169016615962},{"x":6379.104784886565,"y":6364.79803148919},{"x":6036.935978070681,"y":7241.6817535255905},{"x":6000.684254401865,"y":7514.784875233043},{"x":6213.246294497417,"y":7291.847242773692},{"x":7995.258134808267,"y":7584.631015153982},{"x":9011.18589945777,"y":9110.010944053696},{"x":6463.986293312391,"y":9550.339934863754},{"x":3825.9138791005594,"y":9505.653292002062},{"x":2197.0540244448052,"y":9750.228772877132},{"x":2757.5383622849254,"y":7117.4567979595895},{"x":951.4745519575704,"y":5502.154149432294},{"x":1869.6980741863733,"y":4427.865411937158},{"x":4189.878278935627,"y":4365.005453762057},{"x":4262.739531017302,"y":2813.2489002591387},{"x":1985.6910191879203,"y":1021.9290088614292}]
38065.663205	403466200	38065.663205	1.000000	995200	[{"x":9001.289054400726,"y":577.7857170560802},{"x":8628.143794952333,"y":4951.948590674105},{"x":9693.78641483623,"y":6619.981082525943},{"x":7131.527708269493,"y":6717.58199758365},{"x":5887.595877567254,"y":7265.708299371816},{"x":5956.780325553186,"y":8473.568683609297},{"x":4664.090402336369,"y":9360.569020401721},{"x":3566.649690327982,"y":9885.647436031406},{"x":2422.4445972035883,"y":8938.301542589707},{"x":1821.520395047348,"y":8769.711933841705},{"x":3724.851682579083,"y":5130.05505729471},{"x":30.708578599890927,"y":4673.290656777789},{"x":401.82015117776746,"y":3549.0382447668894},{"x":593.9326316602466,"y":1196.30552781812},{"x":2808.3024457737574,"y":1203.0133565032259},{"x":3766.4348526211193,"y":3108.1072070445857},{"x":4650.9941517509005,"y":2158.4709056142683},{"x":7925.885024770809,"y":766.2708195068209}]
37356.614984	612090800	37356.614984	1.000000	8907300	[{"x":1464.3298144107766,"y":7794.290579071762},{"x":483.53595889906217,"y":6360.545661019535},{"x":2961.925044814937,"y":5167.908795597673},{"x":3434.529433847112,"y":5038.237063513073},{"x":2228.6346710673943,"y":2435.9133070339476},{"x":2687.9152014577917,"y":69.02626495468775},{"x":5957.494856386464,"y":1530.660667042181},{"x":7294.269937159445,"y":524.4514096682345},{"x":8976.498465310968,"y":96.47495462713283},{"x":9325.896033413597,"y":874.7711641452512},{"x":8948.23747455714,"y":2840.4737027955084},{"x":7776.282560831673,"y":1928.3749798420818},{"x":7547.843694721893,"y":2171.1001354919567},{"x":7523.565546107568,"y":2221.635716322621},{"x":6066.223468950378,"y":4975.252812441937},{"x":8516.05472861333,"y":5799.188670754141},{"x":7239.561135452297,"y":9256.892849712292},{"x":2351.5115627320415,"y":8273.287930651835}]
34776.682579	296012600	34776.682579	1.000000	1018400	[{"x":326.0098988325931,"y":8690.924955546227},{"x":1318.7511600440087,"y":8239.099335999808},{"x":1740.229277454547,"y":7634.823030928427},{"x":5706.788585763578,"y":6281.903033446382},{"x":6445.06664619448,"y":6229.303152673566},{"x":6999.984706060412,"y":4360.958515751212},{"x":6544.184321832271,"y":3223.9278506683117},{"x":6086.387989123529,"y":1543.7796240957168},{"x":8057.073855734083,"y":1015.110982031692},{"x":8670.525597228365,"y":598.8300545259007},{"x":9595.385609333794,"y":533.4678580204393},{"x":7780.795947121271,"y":2514.336594962516},{"x":8429.100361455925,"y":2958.98453249835},{"x":9571.634462510128,"y":3971.049600326155},{"x":9921.964881217518,"y":6554.325436106322},{"x":7774.24208383092,"y":6324.179204253109},{"x":5958.589115261155,"y":9355.17334147621},{"x":1713.4985862784615,"y":9867.206925871846}]
43924.577243	359970500	43924.577243	1.000000	3516400	[{"x":62.130329795531516,"y":9605.020773105716},{"x":2750.2695768022477,"y":5009.381921857243},{"x":770.5962111532932,"y":3331.940518793531},{"x":149.12383609795646,"y":1334.620631217131},{"x":1615.7286679979932,"y":164.41901379666893},{"x":2661.8143491829032,"y":1471.528302126534},{"x":2211.798255093811,"y":2267.870303440731},{"x":3810.605786191416,"y":2574.0909014233825},{"x":4720.627709529649,"y":4765.745127976303},{"x":5568.680810602985,"y":2058.4271597877473},{"x":8122.297132365332,"y":538.0338668222277},{"x":9901.31396936146,"y":2809.8340079295917},{"x":8670.020511603454,"y":5528.051927487423},{"x":8935.354559415013,"y":8216.802542357686},{"x":9712.483260186582,"y":8842.75015276951},{"x":8936.230552311725,"y":9429.024062468883},{"x":5377.055449413771,"y":8930.889964449534},{"x":2420.498894268535,"y":9933.334110597192}]
34382.038479	29485600	34382.038479	1.000000	1000900	[{"x":8998.977003140133,"y":413.6709836172887},{"x":9006.749293251734,"y":2500.293846517825},{"x":7340.579002265694,"y":5722.332510276024},{"x":7215.8035279587575,"y":6686.262366149726},{"x":6105.742360291626,"y":7806.700948766504},{"x":5070.104117082277,"y":9719.691973318531},{"x":3404.7229487744394,"y":6654.766671433166},{"x":2132.024927268898,"y":7595.877550120791},{"x":1416.9636209448129,"y":7615.114812651821},{"x":585.3944588385584,"y":5792.2389471468705},{"x":685.918804181484,"y":5516.6862790842},{"x":409.8133978787641,"y":1644.8099828786412},{"x":560.2452255725963,"y":1333.597527497984},{"x":1950.0082649207968,"y":995.0322344622099},{"x":2706.055308672878,"y":2531.9787120693486},{"x":3054.1338618386894,"y":3296.4635500616523},{"x":3183.7157836403135,"y":3568.0120215886054},{"x":4833.698582921488,"y":4153.652687313488}]
36809.993058	1491547900	36809.993058	1.000000	7004900	[{"x":8814.638971664781,"y":866.5761158498905},{"x":8925.792704534475,"y":2490.8517188347314},{"x":8980.257442095706,"y":4792.050510229238},{"x":9267.319417409679,"y":8003.261406996204},{"x":7094.4136769727165,"y":9040.542877742379},{"x":7690.937495376063,"y":7450.806092148584},{"x":5992.279345823786,"y":6299.917972859166},{"x":4763.4564204249355,"y":7396.0113746897},{"x":4696.954752981047,"y":8360.260207851306},{"x":3261.559645600871,"y":9593.568373460954},{"x":3253.859100387925,"y":7505.739535019102},{"x":2647.104376382451,"y":6828.777668184723},{"x":3741.3120366049134,"y":5881.479728887888},{"x":4176.695418611553,"y":5526.75402599039},{"x":125.6478367890825,"y":4205.766135928229},{"x":1146.7382406396098,"y":3436.7296291074617},{"x":4159.747958661013,"y":2638.5228348640094},{"x":6456.573866912279,"y":2769.6659820576924}]
33512.039819	2699444500	33512.039819	1.000000	15007400	[{"x":1440.7007717705658,"y":5559.924240564902},{"x":2717.047234154121,"y":2785.6756136607382},{"x":6126.085611158838,"y":5061.986155962337},{"x":6788.674705526982,"y":5820.07574276607},{"x":6837.173204507339,"y":4745.9606360561975},{"x":7053.764402820426,"y":4483.943511511576},{"x":7162.117600205919,"y":2518.10571392835},{"x":7678.450804261103,"y":819.9984176570947},{"x":8340.866416854195,"y":1524.8861498157985},{"x":9693.639897748246,"y":515.7251953969095},{"x":9222.917964390397,"y":1238.4858598679498},{"x":8971.558640109082,"y":4152.797581059305},{"x":8716.26205097676,"y":4329.610079509866},{"x":9364.717520272414,"y":6064.079911971207},{"x":9708.221679720984,"y":7341.411681074329},{"x":9983.030914819128,"y":8202.236880304401},{"x":6469.384605533471,"y":7752.60397251263},{"x":4807.450641164443,"y":7974.5813458573475}]
