heap_len	heap_nanos	heap_iterations	heap_clones	heap_mc_len	heap_mc_nanos	heap_mc_iterations	heap_mc_clones	heap_circuit	heap_mc_circuit	
35355.392396	2592927600	190508	190503	35408.679493	4001100	118	62	[{"x":1183.0433875337371,"y":9067.175854194778},{"x":2321.9805986413207,"y":6014.6116275582335},{"x":2849.886592316017,"y":4455.953233435028},{"x":417.3166415504794,"y":4015.4786746359428},{"x":2320.181935486348,"y":1309.0841478540854},{"x":4533.642369042031,"y":2094.9746401405255},{"x":5467.59608301417,"y":1641.9222244243822},{"x":5517.897294204461,"y":3752.573179649751},{"x":6111.776809652581,"y":3550.6971061272034},{"x":6054.29205691316,"y":3419.431483284134},{"x":8002.268750236536,"y":1587.173098611184},{"x":7770.377121852479,"y":4227.075051396806},{"x":8472.182679641697,"y":4924.05752944529},{"x":9075.153199481549,"y":4886.196253412819},{"x":8020.177129652212,"y":6953.47807080401},{"x":5624.571731330318,"y":5876.617425515476},{"x":3286.7987834478836,"y":8559.442294400891},{"x":3522.838739929734,"y":9151.763222201675}]	[{"x":1183.0433875337371,"y":9067.175854194778},{"x":2321.9805986413207,"y":6014.6116275582335},{"x":2849.886592316017,"y":4455.953233435028},{"x":417.3166415504794,"y":4015.4786746359428},{"x":2320.181935486348,"y":1309.0841478540854},{"x":4533.642369042031,"y":2094.9746401405255},{"x":5467.59608301417,"y":1641.9222244243822},{"x":8002.268750236536,"y":1587.173098611184},{"x":6054.29205691316,"y":3419.431483284134},{"x":5517.897294204461,"y":3752.573179649751},{"x":6111.776809652581,"y":3550.6971061272034},{"x":7770.377121852479,"y":4227.075051396806},{"x":8472.182679641697,"y":4924.05752944529},{"x":9075.153199481549,"y":4886.196253412819},{"x":8020.177129652212,"y":6953.47807080401},{"x":5624.571731330318,"y":5876.617425515476},{"x":3286.7987834478836,"y":8559.442294400891},{"x":3522.838739929734,"y":9151.763222201675}]	
42160.105523	297658000	27252	27251	42160.105523	3530600	108	71	[{"x":1267.8340787964096,"y":17.0479130044352},{"x":9049.494186213211,"y":584.7599908444128},{"x":8178.183651162291,"y":1864.624479585121},{"x":8567.475773965949,"y":3092.1763140039016},{"x":6917.68824901015,"y":4569.575675272986},{"x":6149.928799524624,"y":6004.2815261853875},{"x":6030.025449926609,"y":6161.344970948289},{"x":9242.463136313461,"y":8197.927871722333},{"x":8618.425633230545,"y":9397.819793682218},{"x":8075.530949313259,"y":8984.0042329835},{"x":6234.906864619478,"y":9918.41384558943},{"x":4051.7344959857955,"y":7040.950150093841},{"x":3291.2572921754513,"y":7090.1690348618595},{"x":1746.3612239795552,"y":9951.914578872094},{"x":204.39433934720475,"y":9917.761657800867},{"x":1522.1343746449977,"y":6509.862643851453},{"x":1278.113737894663,"y":5336.464237266073},{"x":880.3237861863854,"y":5096.026592629916}]	[{"x":1267.8340787964096,"y":17.0479130044352},{"x":9049.494186213211,"y":584.7599908444128},{"x":8178.183651162291,"y":1864.624479585121},{"x":8567.475773965949,"y":3092.1763140039016},{"x":6917.68824901015,"y":4569.575675272986},{"x":6149.928799524624,"y":6004.2815261853875},{"x":6030.025449926609,"y":6161.344970948289},{"x":9242.463136313461,"y":8197.927871722333},{"x":8618.425633230545,"y":9397.819793682218},{"x":8075.530949313259,"y":8984.0042329835},{"x":6234.906864619478,"y":9918.41384558943},{"x":4051.7344959857955,"y":7040.950150093841},{"x":3291.2572921754513,"y":7090.1690348618595},{"x":1746.3612239795552,"y":9951.914578872094},{"x":204.39433934720475,"y":9917.761657800867},{"x":1522.1343746449977,"y":6509.862643851453},{"x":1278.113737894663,"y":5336.464237266073},{"x":880.3237861863854,"y":5096.026592629916}]	
38603.271515	540689000	49693	49692	38603.271515	8506800	283	131	[{"x":8284.747767657951,"y":632.9377751922837},{"x":8531.26072168346,"y":6673.128492226833},{"x":8231.937726089647,"y":8895.404623118207},{"x":8209.489017503905,"y":9894.14315915563},{"x":7341.709690489819,"y":9304.400992551338},{"x":6346.838331792479,"y":7200.767397015959},{"x":6455.511500746198,"y":6641.623377953846},{"x":3695.338697227562,"y":8703.201205466983},{"x":2832.8360994069512,"y":7839.756020510416},{"x":950.9309765586069,"y":7574.458652996932},{"x":321.2737981469925,"y":6415.89472290252},{"x":2814.0554081761175,"y":4601.299218079058},{"x":4619.7497100966,"y":4124.263729117764},{"x":3661.654191930789,"y":4066.1795126853785},{"x":1424.8180099358574,"y":3308.3940780311655},{"x":1245.5911296956033,"y":1450.1430441838959},{"x":1374.796210556806,"y":1053.757212992181},{"x":3214.653574262433,"y":1081.267722099958}]	[{"x":8284.747767657951,"y":632.9377751922837},{"x":8531.26072168346,"y":6673.128492226833},{"x":8231.937726089647,"y":8895.404623118207},{"x":8209.489017503905,"y":9894.14315915563},{"x":7341.709690489819,"y":9304.400992551338},{"x":6346.838331792479,"y":7200.767397015959},{"x":6455.511500746198,"y":6641.623377953846},{"x":3695.338697227562,"y":8703.201205466983},{"x":2832.8360994069512,"y":7839.756020510416},{"x":950.9309765586069,"y":7574.458652996932},{"x":321.2737981469925,"y":6415.89472290252},{"x":2814.0554081761175,"y":4601.299218079058},{"x":4619.7497100966,"y":4124.263729117764},{"x":3661.654191930789,"y":4066.1795126853785},{"x":1424.8180099358574,"y":3308.3940780311655},{"x":1245.5911296956033,"y":1450.1430441838959},{"x":1374.796210556806,"y":1053.757212992181},{"x":3214.653574262433,"y":1081.267722099958}]	
36635.034091	639407900	58376	58375	36635.034091	6510100	212	108	[{"x":1058.2885377288685,"y":8608.669755970086},{"x":668.3157037981881,"y":7028.756981111947},{"x":1071.5145545184607,"y":6853.005257710506},{"x":615.4738538270419,"y":6039.680146497508},{"x":2432.505736051776,"y":4908.23446575869},{"x":1381.8716715741316,"y":3745.241922379533},{"x":26.41959743835808,"y":2786.391687227558},{"x":4054.8271162411675,"y":1505.3917953966447},{"x":3675.5669798854115,"y":38.15715907871037},{"x":4641.275177750651,"y":80.65002489873261},{"x":6438.058961144978,"y":465.69581469690104},{"x":5605.772682411572,"y":1993.782100150176},{"x":6453.980590499285,"y":2112.9359778979324},{"x":9567.351984057084,"y":1786.589452334531},{"x":8905.123590163097,"y":2603.7670103432806},{"x":9954.172966249029,"y":5313.0036988896045},{"x":8366.569825125258,"y":4713.5432918831575},{"x":4396.777036628417,"y":6273.780949706637}]	[{"x":1058.2885377288685,"y":8608.669755970086},{"x":668.3157037981881,"y":7028.756981111947},{"x":1071.5145545184607,"y":6853.005257710506},{"x":615.4738538270419,"y":6039.680146497508},{"x":2432.505736051776,"y":4908.23446575869},{"x":1381.8716715741316,"y":3745.241922379533},{"x":26.41959743835808,"y":2786.391687227558},{"x":4054.8271162411675,"y":1505.3917953966447},{"x":3675.5669798854115,"y":38.15715907871037},{"x":4641.275177750651,"y":80.65002489873261},{"x":6438.058961144978,"y":465.69581469690104},{"x":5605.772682411572,"y":1993.782100150176},{"x":6453.980590499285,"y":2112.9359778979324},{"x":9567.351984057084,"y":1786.589452334531},{"x":8905.123590163097,"y":2603.7670103432806},{"x":9954.172966249029,"y":5313.0036988896045},{"x":8366.569825125258,"y":4713.5432918831575},{"x":4396.777036628417,"y":6273.780949706637}]	
38280.327645	76353700	8037	8036	38280.327645	2510000	67	45	[{"x":1813.3139761415318,"y":216.28380599822907},{"x":5738.0955223753235,"y":791.515346738799},{"x":6203.260699766125,"y":1306.3951881141627},{"x":8360.568117177168,"y":583.7394985464648},{"x":8863.512853535938,"y":3064.018541956406},{"x":9219.668081212561,"y":3067.1985727619326},{"x":8266.38031351301,"y":6698.293520513688},{"x":8875.957647233037,"y":8918.289322206585},{"x":9252.19830116946,"y":9414.937855747818},{"x":8128.941846818431,"y":9642.179876780332},{"x":7040.59447663013,"y":9914.573967204937},{"x":5240.2411038550745,"y":9976.543788241197},{"x":1735.3661194559531,"y":9962.318421550352},{"x":1095.1660062836502,"y":6748.379183073294},{"x":2676.080114312863,"y":4672.839317251184},{"x":4661.914875674739,"y":3943.0646547368597},{"x":5400.382174379806,"y":3964.8444427937147},{"x":5538.818145066189,"y":3459.3222978411127}]	[{"x":1813.3139761415318,"y":216.28380599822907},{"x":5738.0955223753235,"y":791.515346738799},{"x":6203.260699766125,"y":1306.3951881141627},{"x":8360.568117177168,"y":583.7394985464648},{"x":8863.512853535938,"y":3064.018541956406},{"x":9219.668081212561,"y":3067.1985727619326},{"x":8266.38031351301,"y":6698.293520513688},{"x":8875.957647233037,"y":8918.289322206585},{"x":9252.19830116946,"y":9414.937855747818},{"x":8128.941846818431,"y":9642.179876780332},{"x":7040.59447663013,"y":9914.573967204937},{"x":5240.2411038550745,"y":9976.543788241197},{"x":1735.3661194559531,"y":9962.318421550352},{"x":1095.1660062836502,"y":6748.379183073294},{"x":2676.080114312863,"y":4672.839317251184},{"x":4661.914875674739,"y":3943.0646547368597},{"x":5400.382174379806,"y":3964.8444427937147},{"x":5538.818145066189,"y":3459.3222978411127}]	
33192.866359	29021000	3361	3360	33192.866359	999800	15	5	[{"x":1975.8367110388685,"y":9425.317499656312},{"x":2227.624031971787,"y":7568.499454549018},{"x":2853.134112961026,"y":6013.499093614703},{"x":4019.30838121464,"y":5806.227973237354},{"x":1570.2321861650917,"y":3667.5821851284777},{"x":1787.9092284504216,"y":3173.0745888011224},{"x":704.7751607823042,"y":1521.1638768381124},{"x":1110.0329514895884,"y":1174.8114065720274},{"x":2487.1564055145805,"y":1209.0185560715045},{"x":2967.8924295328534,"y":1173.9191930975535},{"x":3541.018926813125,"y":821.606908385671},{"x":4995.550628823545,"y":441.31775947369096},{"x":5918.813480147031,"y":1287.3299562917373},{"x":7971.0029797160205,"y":28.38068443758354},{"x":9139.177517365883,"y":3402.472135572193},{"x":9346.295276473067,"y":5476.212694640141},{"x":6529.324182315712,"y":7561.42491754468},{"x":3671.5085229108404,"y":9721.079244073377}]	[{"x":1975.8367110388685,"y":9425.317499656312},{"x":2227.624031971787,"y":7568.499454549018},{"x":2853.134112961026,"y":6013.499093614703},{"x":4019.30838121464,"y":5806.227973237354},{"x":1570.2321861650917,"y":3667.5821851284777},{"x":1787.9092284504216,"y":3173.0745888011224},{"x":704.7751607823042,"y":1521.1638768381124},{"x":1110.0329514895884,"y":1174.8114065720274},{"x":2487.1564055145805,"y":1209.0185560715045},{"x":2967.8924295328534,"y":1173.9191930975535},{"x":3541.018926813125,"y":821.606908385671},{"x":4995.550628823545,"y":441.31775947369096},{"x":5918.813480147031,"y":1287.3299562917373},{"x":7971.0029797160205,"y":28.38068443758354},{"x":9139.177517365883,"y":3402.472135572193},{"x":9346.295276473067,"y":5476.212694640141},{"x":6529.324182315712,"y":7561.42491754468},{"x":3671.5085229108404,"y":9721.079244073377}]	
33421.049310	108185600	11032	11031	33421.049310	1000400	26	8	[{"x":9907.072863374911,"y":2088.5326557290223},{"x":9358.737950135188,"y":4826.169787412689},{"x":7998.715335537616,"y":4027.3965514536853},{"x":8006.739433899374,"y":4400.361010643824},{"x":5948.999282750801,"y":7560.453498892154},{"x":4457.59840141216,"y":6628.702062850666},{"x":3635.801943322768,"y":7595.142938768078},{"x":3460.329921895529,"y":9108.943943459044},{"x":2771.7016206445273,"y":9558.74071728584},{"x":1915.8834698803628,"y":9254.848112222182},{"x":751.340630325611,"y":7925.194254696538},{"x":1264.4041149617035,"y":7342.666993365327},{"x":1425.9254223892362,"y":2082.5467454591253},{"x":2620.1487150433136,"y":2149.3074983661827},{"x":5798.54298369213,"y":1965.8608096916607},{"x":6630.780515964722,"y":2693.1926493854826},{"x":7213.307464557942,"y":2147.484117590011},{"x":7216.32017138657,"y":658.3588119979566}]	[{"x":9907.072863374911,"y":2088.5326557290223},{"x":9358.737950135188,"y":4826.169787412689},{"x":7998.715335537616,"y":4027.3965514536853},{"x":8006.739433899374,"y":4400.361010643824},{"x":5948.999282750801,"y":7560.453498892154},{"x":4457.59840141216,"y":6628.702062850666},{"x":3635.801943322768,"y":7595.142938768078},{"x":3460.329921895529,"y":9108.943943459044},{"x":2771.7016206445273,"y":9558.74071728584},{"x":1915.8834698803628,"y":9254.848112222182},{"x":751.340630325611,"y":7925.194254696538},{"x":1264.4041149617035,"y":7342.666993365327},{"x":1425.9254223892362,"y":2082.5467454591253},{"x":2620.1487150433136,"y":2149.3074983661827},{"x":5798.54298369213,"y":1965.8608096916607},{"x":6630.780515964722,"y":2693.1926493854826},{"x":7213.307464557942,"y":2147.484117590011},{"x":7216.32017138657,"y":658.3588119979566}]	
33983.166211	951560100	61778	61777	33983.166211	4000900	121	77	[{"x":82.81728116690638,"y":3647.515292729973},{"x":1111.9426269456894,"y":3231.711094242198},{"x":2111.9710931472196,"y":2399.703065638309},{"x":2034.1495793716979,"y":342.91265635883985},{"x":5160.929639692687,"y":1233.2519618326187},{"x":5769.582215247429,"y":2165.6005936779698},{"x":7814.486876077099,"y":2180.966135767063},{"x":8493.959016878289,"y":973.3094288973804},{"x":8695.199822247465,"y":2974.847288681057},{"x":9004.334724206003,"y":6196.3210840805295},{"x":9481.933734704013,"y":6793.740291375141},{"x":9240.166595650517,"y":7252.326195483858},{"x":9020.752399466714,"y":6862.140703068541},{"x":7715.384040538886,"y":5302.979931851803},{"x":6596.436834942057,"y":4858.5367549658395},{"x":6485.1743424160295,"y":5604.598051434555},{"x":5554.422325849725,"y":8324.938774831646},{"x":2853.6067421371918,"y":7990.721013376309}]	[{"x":82.81728116690638,"y":3647.515292729973},{"x":1111.9426269456894,"y":3231.711094242198},{"x":2111.9710931472196,"y":2399.703065638309},{"x":2034.1495793716979,"y":342.91265635883985},{"x":5160.929639692687,"y":1233.2519618326187},{"x":5769.582215247429,"y":2165.6005936779698},{"x":7814.486876077099,"y":2180.966135767063},{"x":8493.959016878289,"y":973.3094288973804},{"x":8695.199822247465,"y":2974.847288681057},{"x":9004.334724206003,"y":6196.3210840805295},{"x":9481.933734704013,"y":6793.740291375141},{"x":9240.166595650517,"y":7252.326195483858},{"x":9020.752399466714,"y":6862.140703068541},{"x":7715.384040538886,"y":5302.979931851803},{"x":6596.436834942057,"y":4858.5367549658395},{"x":6485.1743424160295,"y":5604.598051434555},{"x":5554.422325849725,"y":8324.938774831646},{"x":2853.6067421371918,"y":7990.721013376309}]	
39814.556863	2967083700	195471	195470	39814.556863	19010400	494	344	[{"x":9771.806468596655,"y":150.5482948347086},{"x":7654.676374923956,"y":2926.851745609128},{"x":7774.722310475259,"y":3842.589097619094},{"x":6929.864429756576,"y":4212.563300136288},{"x":8888.839252723585,"y":6033.063354816322},{"x":9137.593778598486,"y":8649.61008958686},{"x":8306.722795855654,"y":8538.738022572119},{"x":7618.468736861757,"y":7511.561979085839},{"x":4287.42530541336,"y":8342.552267940986},{"x":1984.0909833625467,"y":9338.016620730701},{"x":1731.380663674801,"y":6041.00006977633},{"x":798.1288663958222,"y":5782.345569724765},{"x":440.37631152511295,"y":5250.707259232892},{"x":1534.5436390226375,"y":5430.664575832297},{"x":2600.1850979121805,"y":3928.1900795604984},{"x":292.2038587516419,"y":2717.9822477894245},{"x":2921.628534998398,"y":9.610280760842969},{"x":3153.892742327284,"y":186.426560943712}]	[{"x":9771.806468596655,"y":150.5482948347086},{"x":7654.676374923956,"y":2926.851745609128},{"x":7774.722310475259,"y":3842.589097619094},{"x":6929.864429756576,"y":4212.563300136288},{"x":8888.839252723585,"y":6033.063354816322},{"x":9137.593778598486,"y":8649.61008958686},{"x":8306.722795855654,"y":8538.738022572119},{"x":7618.468736861757,"y":7511.561979085839},{"x":4287.42530541336,"y":8342.552267940986},{"x":1984.0909833625467,"y":9338.016620730701},{"x":1731.380663674801,"y":6041.00006977633},{"x":798.1288663958222,"y":5782.345569724765},{"x":440.37631152511295,"y":5250.707259232892},{"x":1534.5436390226375,"y":5430.664575832297},{"x":2600.1850979121805,"y":3928.1900795604984},{"x":292.2038587516419,"y":2717.9822477894245},{"x":2921.628534998398,"y":9.610280760842969},{"x":3153.892742327284,"y":186.426560943712}]	
40039.265658	3277778100	214282	214280	40039.265658	3995800	120	61	[{"x":9378.381524058115,"y":8745.228187072176},{"x":5503.48753092058,"y":9985.627559171642},{"x":686.8639088183141,"y":9831.010331574918},{"x":86.07054960145895,"y":9221.341927825135},{"x":910.8556642127512,"y":8545.778224729544},{"x":1079.9902372615666,"y":5972.145235929002},{"x":2832.1914087277496,"y":5481.182893022903},{"x":2836.994209209148,"y":4581.538836819836},{"x":1581.0202000805662,"y":3570.938561959974},{"x":1349.1794867936158,"y":3539.570480418832},{"x":359.3331457959022,"y":918.9744065019495},{"x":4120.638392213524,"y":1874.2169291136968},{"x":6212.858444317067,"y":1465.9573423037625},{"x":5769.1825202844075,"y":4580.372296127404},{"x":4936.908470435946,"y":5757.627742167873},{"x":3924.8564462110285,"y":5395.66857210373},{"x":3961.627124444919,"y":6381.895443524087},{"x":4006.4113645789917,"y":7485.089116653568}]	[{"x":9378.381524058115,"y":8745.228187072176},{"x":5503.48753092058,"y":9985.627559171642},{"x":686.8639088183141,"y":9831.010331574918},{"x":86.07054960145895,"y":9221.341927825135},{"x":910.8556642127512,"y":8545.778224729544},{"x":1079.9902372615666,"y":5972.145235929002},{"x":2832.1914087277496,"y":5481.182893022903},{"x":2836.994209209148,"y":4581.538836819836},{"x":1581.0202000805662,"y":3570.938561959974},{"x":1349.1794867936158,"y":3539.570480418832},{"x":359.3331457959022,"y":918.9744065019495},{"x":4120.638392213524,"y":1874.2169291136968},{"x":6212.858444317067,"y":1465.9573423037625},{"x":5769.1825202844075,"y":4580.372296127404},{"x":4936.908470435946,"y":5757.627742167873},{"x":3924.8564462110285,"y":5395.66857210373},{"x":3961.627124444919,"y":6381.895443524087},{"x":4006.4113645789917,"y":7485.089116653568}]	
35197.068233	3519446700	214444	214443	35197.068233	4000800	93	50	[{"x":8751.258997520685,"y":9799.663569047907},{"x":467.19898015101256,"y":8196.981690071541},{"x":3016.8128243771203,"y":6491.108255162472},{"x":3571.988156157028,"y":5876.301877402402},{"x":2668.6429467579396,"y":5807.666369008188},{"x":2377.0723814640633,"y":5147.9804352407045},{"x":2970.564666295926,"y":2877.229635999561},{"x":2492.0304034896594,"y":1719.678345719141},{"x":4634.908075145789,"y":3275.3248731066446},{"x":5722.180107784393,"y":2041.7535535026043},{"x":7561.152950526256,"y":828.2762842834599},{"x":8198.781491941514,"y":1390.0343301160437},{"x":8135.845201667042,"y":3672.909574877977},{"x":7450.763643393708,"y":3836.846202175512},{"x":6748.284208493702,"y":4660.991892010464},{"x":7636.883319584295,"y":5544.2911590002195},{"x":8098.202677668513,"y":5687.722279148768},{"x":7530.50227320732,"y":7010.8718252802755}]	[{"x":8751.258997520685,"y":9799.663569047907},{"x":467.19898015101256,"y":8196.981690071541},{"x":3016.8128243771203,"y":6491.108255162472},{"x":3571.988156157028,"y":5876.301877402402},{"x":2668.6429467579396,"y":5807.666369008188},{"x":2377.0723814640633,"y":5147.9804352407045},{"x":2970.564666295926,"y":2877.229635999561},{"x":2492.0304034896594,"y":1719.678345719141},{"x":4634.908075145789,"y":3275.3248731066446},{"x":5722.180107784393,"y":2041.7535535026043},{"x":7561.152950526256,"y":828.2762842834599},{"x":8198.781491941514,"y":1390.0343301160437},{"x":8135.845201667042,"y":3672.909574877977},{"x":7450.763643393708,"y":3836.846202175512},{"x":6748.284208493702,"y":4660.991892010464},{"x":7636.883319584295,"y":5544.2911590002195},{"x":8098.202677668513,"y":5687.722279148768},{"x":7530.50227320732,"y":7010.8718252802755}]	
29636.354663	107349300	10600	10599	29636.354663	4000500	115	94	[{"x":1699.8551274134952,"y":9760.554893020888},{"x":224.03194638782384,"y":7899.859331167027},{"x":748.3427945883956,"y":7769.573954591156},{"x":1215.8353637799394,"y":7698.468756956271},{"x":1607.4299347597898,"y":6695.8476863953765},{"x":726.495380394961,"y":6110.019715066538},{"x":1581.7951034058885,"y":2955.5978914151756},{"x":2566.6740217803576,"y":1843.2344713664575},{"x":3936.536611389726,"y":533.701649326884},{"x":5595.904785449627,"y":1778.781142063936},{"x":6243.738411118379,"y":1393.364455095193},{"x":6819.729756882695,"y":2014.7318584436516},{"x":8086.491022639711,"y":2614.299099423415},{"x":7182.951679305506,"y":4269.288697363417},{"x":7177.926286899148,"y":4855.070519644356},{"x":4016.583444170794,"y":4867.807184172065},{"x":5121.288481602774,"y":6235.819370445892},{"x":2569.0957238091723,"y":9374.941770594445}]	[{"x":1699.8551274134952,"y":9760.554893020888},{"x":224.03194638782384,"y":7899.859331167027},{"x":748.3427945883956,"y":7769.573954591156},{"x":1215.8353637799394,"y":7698.468756956271},{"x":1607.4299347597898,"y":6695.8476863953765},{"x":726.495380394961,"y":6110.019715066538},{"x":1581.7951034058885,"y":2955.5978914151756},{"x":2566.6740217803576,"y":1843.2344713664575},{"x":3936.536611389726,"y":533.701649326884},{"x":5595.904785449627,"y":1778.781142063936},{"x":6243.738411118379,"y":1393.364455095193},{"x":6819.729756882695,"y":2014.7318584436516},{"x":8086.491022639711,"y":2614.299099423415},{"x":7182.951679305506,"y":4269.288697363417},{"x":7177.926286899148,"y":4855.070519644356},{"x":4016.583444170794,"y":4867.807184172065},{"x":5121.288481602774,"y":6235.819370445892},{"x":2569.0957238091723,"y":9374.941770594445}]	
37079.479124	363488400	30665	30664	37079.479124	3000600	98	37	[{"x":9317.113159417833,"y":2451.3247811994775},{"x":7127.050748513587,"y":5324.8165037115405},{"x":8264.604843398807,"y":5732.442194384142},{"x":9565.524850369546,"y":6702.235873384556},{"x":7547.007396814897,"y":9918.964795848326},{"x":3642.6150209546076,"y":9300.125154483208},{"x":3245.1824602768124,"y":9423.264027751136},{"x":90.6582468620099,"y":7874.387938229445},{"x":1205.1199919685967,"y":6952.553619265769},{"x":2293.3843752831926,"y":6002.767518514086},{"x":3684.1654265098828,"y":6284.861847610125},{"x":4710.372434806283,"y":6379.816483605881},{"x":4638.199817504843,"y":5694.067408041608},{"x":4197.128762077361,"y":5501.019530561532},{"x":4618.072859035295,"y":4859.244690963607},{"x":2123.917523861944,"y":1287.4769145615012},{"x":3660.944959350112,"y":1675.5749671840895},{"x":7606.49032616723,"y":1968.6010267571414}]	[{"x":9317.113159417833,"y":2451.3247811994775},{"x":7127.050748513587,"y":5324.8165037115405},{"x":8264.604843398807,"y":5732.442194384142},{"x":9565.524850369546,"y":6702.235873384556},{"x":7547.007396814897,"y":9918.964795848326},{"x":3642.6150209546076,"y":9300.125154483208},{"x":3245.1824602768124,"y":9423.264027751136},{"x":90.6582468620099,"y":7874.387938229445},{"x":1205.1199919685967,"y":6952.553619265769},{"x":2293.3843752831926,"y":6002.767518514086},{"x":3684.1654265098828,"y":6284.861847610125},{"x":4710.372434806283,"y":6379.816483605881},{"x":4638.199817504843,"y":5694.067408041608},{"x":4197.128762077361,"y":5501.019530561532},{"x":4618.072859035295,"y":4859.244690963607},{"x":2123.917523861944,"y":1287.4769145615012},{"x":3660.944959350112,"y":1675.5749671840895},{"x":7606.49032616723,"y":1968.6010267571414}]	
32106.194499	619299800	51750	51747	32106.194499	12508700	451	241	[{"x":624.5439894356664,"y":9485.349290329821},{"x":1508.906285097218,"y":6873.902368994681},{"x":734.8800591306498,"y":4892.960253719535},{"x":3789.5320267017755,"y":3337.415686655974},{"x":6136.314489124888,"y":3042.738249851143},{"x":6312.100427969476,"y":3758.9984457942555},{"x":8183.108496357991,"y":4220.086637303427},{"x":8559.718184538324,"y":4609.700842391745},{"x":8685.397323540186,"y":4727.144195747525},{"x":8239.458325471456,"y":5334.222510347144},{"x":9127.102634091687,"y":5528.1880359203205},{"x":8367.561876067824,"y":7043.712066839991},{"x":7230.555702954889,"y":9658.162914069226},{"x":5319.919477955363,"y":5485.770078709044},{"x":3911.817478720075,"y":6079.514507496746},{"x":3973.3225302440123,"y":6464.810098596996},{"x":3598.517732359649,"y":7171.773722305649},{"x":3989.605627546506,"y":7874.89786575186}]	[{"x":624.5439894356664,"y":9485.349290329821},{"x":1508.906285097218,"y":6873.902368994681},{"x":734.8800591306498,"y":4892.960253719535},{"x":3789.5320267017755,"y":3337.415686655974},{"x":6136.314489124888,"y":3042.738249851143},{"x":6312.100427969476,"y":3758.9984457942555},{"x":8183.108496357991,"y":4220.086637303427},{"x":8559.718184538324,"y":4609.700842391745},{"x":8685.397323540186,"y":4727.144195747525},{"x":8239.458325471456,"y":5334.222510347144},{"x":9127.102634091687,"y":5528.1880359203205},{"x":8367.561876067824,"y":7043.712066839991},{"x":7230.555702954889,"y":9658.162914069226},{"x":5319.919477955363,"y":5485.770078709044},{"x":3911.817478720075,"y":6079.514507496746},{"x":3973.3225302440123,"y":6464.810098596996},{"x":3598.517732359649,"y":7171.773722305649},{"x":3989.605627546506,"y":7874.89786575186}]	
36151.295595	302522900	21144	21143	36151.295595	1997100	55	33	[{"x":9260.971678285861,"y":454.6343727819834},{"x":7996.08863321759,"y":2242.2843891700513},{"x":8548.017799364803,"y":4123.9798579484595},{"x":8469.67387086283,"y":4850.666412921945},{"x":9319.289522090265,"y":5863.377080456877},{"x":7684.261448124725,"y":9059.074083888328},{"x":4499.783919692931,"y":7925.678902824969},{"x":4670.066325779614,"y":9046.475554872131},{"x":3675.5541247476986,"y":9452.904421534578},{"x":2592.840508861013,"y":9347.563111260333},{"x":1704.7681964820033,"y":9051.347709099506},{"x":1805.6654417335735,"y":8549.107001805409},{"x":2517.6854637518964,"y":7136.889210022451},{"x":4084.952923367501,"y":6546.450460521393},{"x":5856.984000009966,"y":4524.894982343901},{"x":2394.352119960607,"y":1407.3214922741818},{"x":3231.489248984881,"y":504.5917192595712},{"x":4757.694517160827,"y":1438.0473829052517}]	[{"x":9260.971678285861,"y":454.6343727819834},{"x":7996.08863321759,"y":2242.2843891700513},{"x":8548.017799364803,"y":4123.9798579484595},{"x":8469.67387086283,"y":4850.666412921945},{"x":9319.289522090265,"y":5863.377080456877},{"x":7684.261448124725,"y":9059.074083888328},{"x":4499.783919692931,"y":7925.678902824969},{"x":4670.066325779614,"y":9046.475554872131},{"x":3675.5541247476986,"y":9452.904421534578},{"x":2592.840508861013,"y":9347.563111260333},{"x":1704.7681964820033,"y":9051.347709099506},{"x":1805.6654417335735,"y":8549.107001805409},{"x":2517.6854637518964,"y":7136.889210022451},{"x":4084.952923367501,"y":6546.450460521393},{"x":5856.984000009966,"y":4524.894982343901},{"x":2394.352119960607,"y":1407.3214922741818},{"x":3231.489248984881,"y":504.5917192595712},{"x":4757.694517160827,"y":1438.0473829052517}]	
