greedy_len	greedy_nanos	greedy_updates_len	greedy_updates_nanos
431189.862469	113621700	412658.894620	43990497300
425708.833136	118026500	408397.667170	42880973200
426030.639927	115026100	412361.108764	43488605400
greedy_len	greedy_nanos	greedy_updates_len	greedy_updates_nanos // Linked Lists
426557.929926	120635500	414450.824239	57157007600
425302.650612	123027900	406895.181508	57161569100
