heap_mc_len heap_mc_nanos   heap_mc_circuit
40866.826689	52139000	[{"x":177.86230042489092,"y":9619.329460943609},{"x":2637.033121662785,"y":6817.064043648818},{"x":4567.884304750013,"y":6202.077300700457},{"x":2951.0558896247353,"y":4020.3775712242723},{"x":2008.6863074133632,"y":3603.8644209975923},{"x":1312.954034275048,"y":2963.3457111675057},{"x":1121.7020852006801,"y":2593.466690918327},{"x":2925.1692317896855,"y":2793.467994934315},{"x":2739.017369653881,"y":1291.3091172881361},{"x":3783.6462068701785,"y":628.4785527596194},{"x":5874.971357920028,"y":737.3447764500027},{"x":6068.559422846081,"y":749.0021700606743},{"x":6294.080176755615,"y":3992.1343533230547},{"x":6077.9118201053425,"y":5922.972432012745},{"x":7048.830704433665,"y":7239.358632029585},{"x":7661.088035430343,"y":7306.738102564698},{"x":9696.214155199239,"y":5973.895720932314},{"x":9196.546311575697,"y":8399.015376972502},{"x":8632.675649609702,"y":8502.284735048668},{"x":6412.900082751707,"y":9932.074565821542},{"x":4838.895475645336,"y":9575.157493063183},{"x":4769.732250516724,"y":8367.698807732084}]
37414.100713	1000600	[{"x":959.6942465225108,"y":9230.411118072865},{"x":902.0407204822764,"y":8150.010745614636},{"x":628.7842518800866,"y":7135.9813566721},{"x":1529.7847756679112,"y":6114.969213893485},{"x":39.32146339587796,"y":3544.395114197326},{"x":63.445733374912024,"y":1009.0563299017823},{"x":2587.9217700407253,"y":1245.537220968548},{"x":3014.539147779942,"y":2317.2121764276103},{"x":3891.04799111218,"y":4204.14984680775},{"x":4578.244753754375,"y":3743.32135047784},{"x":5064.359180213191,"y":4280.260475178103},{"x":5179.786377121962,"y":3259.039666928465},{"x":6567.295567984638,"y":1744.4850643659788},{"x":7629.158200537833,"y":1170.3267218660692},{"x":8557.039452891977,"y":1460.9560305954285},{"x":8426.144462596943,"y":2140.842302884548},{"x":8603.201036961735,"y":2590.627924639025},{"x":9624.779475185862,"y":4150.917804947851},{"x":6580.348002970933,"y":4588.901432684676},{"x":6181.1892094871555,"y":6660.227082698771},{"x":6739.881166941046,"y":8153.15420998934},{"x":2908.6015762460884,"y":9461.047945718825}]
44179.508794	106023500	[{"x":348.0462001180563,"y":8803.73345864941},{"x":176.1906632908542,"y":4874.6726587791},{"x":752.6151886122134,"y":4462.74034406269},{"x":1860.3172475249548,"y":4748.484482685414},{"x":3907.0549235197486,"y":3575.7536763924654},{"x":2108.0578902819757,"y":2701.4417004952147},{"x":1181.432094003844,"y":1045.4240599253562},{"x":1172.200401960187,"y":788.6155577459319},{"x":4097.685826565426,"y":1011.237566425527},{"x":5128.594140203241,"y":1790.523854761935},{"x":6531.552706061213,"y":2499.573882737494},{"x":8118.278758458355,"y":77.55539498011422},{"x":8406.639324471364,"y":2715.0210420941535},{"x":7529.330470200663,"y":4522.675752855656},{"x":8097.883700964754,"y":4688.067706457078},{"x":9948.894735693888,"y":4809.598683164377},{"x":9634.07368075951,"y":7252.204343840488},{"x":6843.59097066651,"y":6681.598574767425},{"x":7002.809684495328,"y":8307.59910164777},{"x":3733.0695891706673,"y":7905.478469117981},{"x":3491.3780911175586,"y":6193.600355290635},{"x":2846.4738347119733,"y":6513.503734666017}]
38266.427330	110461800	[{"x":942.326600216168,"y":9704.597108682441},{"x":903.4023966423863,"y":6848.610398793643},{"x":548.3405370589611,"y":6259.630617675056},{"x":602.4271634835204,"y":5819.048642384378},{"x":610.5641985478582,"y":3755.4467311512303},{"x":1124.0228013098376,"y":4182.006742097402},{"x":1616.7026649133252,"y":4278.1827348748675},{"x":4133.034150620467,"y":4815.614157753117},{"x":3546.0481971961417,"y":936.5869943428845},{"x":4087.203889546899,"y":1305.2991389401152},{"x":5408.628528926677,"y":1321.9969095861925},{"x":6865.40202987838,"y":452.8097905741876},{"x":8392.779709056336,"y":1449.7858877527458},{"x":9926.206808980014,"y":1299.5621625738183},{"x":9653.574176369562,"y":3667.520719768964},{"x":7089.701103232341,"y":2586.7553617873227},{"x":7454.628662719909,"y":3465.1071514048886},{"x":6977.229771690842,"y":5037.833004331928},{"x":6988.425108031281,"y":5564.777524827986},{"x":7616.868631134719,"y":6071.571402799594},{"x":5884.891953349801,"y":7932.429052794644},{"x":4984.395691999396,"y":9523.653121837147}]
40605.353450	191582300	[{"x":1804.7462897739524,"y":9662.119828939536},{"x":82.47114589468403,"y":7042.548750219465},{"x":2713.406508232903,"y":7083.451450070338},{"x":4478.315758750039,"y":6958.460347381511},{"x":3880.9319136753766,"y":5520.7753440488705},{"x":3671.020525293131,"y":4850.703638223622},{"x":2512.193793433126,"y":4953.689450114219},{"x":829.9311040372436,"y":4676.753059386547},{"x":549.4245472837697,"y":2945.5782822298356},{"x":554.0541635864943,"y":2637.934210890734},{"x":1981.77469570508,"y":3258.3203044076804},{"x":2806.6598081517063,"y":3538.664574974591},{"x":4386.345044435231,"y":784.2432972191298},{"x":5177.3379268125855,"y":262.8949441704888},{"x":5757.128457303209,"y":884.5109854442022},{"x":6393.327438804165,"y":3165.4438363486347},{"x":7286.335353871029,"y":3212.0271988290424},{"x":9330.778832206748,"y":2895.936030627775},{"x":9712.710884397953,"y":3529.0573965194176},{"x":7657.534031836421,"y":4583.421545532674},{"x":8485.782461898965,"y":7227.055861972302},{"x":3816.7899434426845,"y":9766.903119959923}]
40729.702044	27007000	[{"x":109.87852227221441,"y":524.138483100026},{"x":2559.565781225396,"y":3795.1325794558716},{"x":6411.497848797369,"y":2330.5048291570192},{"x":6325.045961861012,"y":1043.9496034785711},{"x":6522.693696874709,"y":373.60393788829896},{"x":8281.028269177456,"y":908.4633517169705},{"x":8577.087156638225,"y":3994.405702208978},{"x":9758.22186632898,"y":5957.519151933814},{"x":9024.057790218834,"y":7077.757905892586},{"x":7884.821587070153,"y":9406.040728085252},{"x":7243.848962458491,"y":8224.655722906844},{"x":5100.681831151871,"y":8875.502772029351},{"x":4234.299227600733,"y":9595.397180325106},{"x":3833.7382937058474,"y":7047.970355007461},{"x":2049.977778649492,"y":7582.6834584866765},{"x":782.8724123099149,"y":7646.635888444406},{"x":2419.3451455304144,"y":5501.4033610195975},{"x":910.0326004692239,"y":4856.678549616925},{"x":886.5225876116591,"y":3983.5164817405994},{"x":700.4814140700246,"y":3868.122416857786},{"x":148.36391564121425,"y":3069.985672422956},{"x":53.41298710316285,"y":1973.8839339311621}]
38568.993186	51010800	[{"x":8513.109774721028,"y":9993.93634352141},{"x":5982.852073202349,"y":7691.391073020602},{"x":4362.444922817749,"y":8954.678862422696},{"x":2770.061684043345,"y":9696.250243675591},{"x":881.8046653865152,"y":8402.99223722244},{"x":2291.578976725574,"y":7670.619321674026},{"x":3005.417352453684,"y":8110.370171831674},{"x":3103.3671618135245,"y":7524.891296417314},{"x":4110.096707027471,"y":6539.11174780373},{"x":4843.565182676866,"y":3139.4645182037702},{"x":2911.7190878155684,"y":3780.2009561954774},{"x":2153.4569989184047,"y":1800.0135270851752},{"x":3588.4534432337996,"y":257.3243652199978},{"x":5159.2724044968545,"y":6.300992949581635},{"x":7504.997469214512,"y":904.3673874093311},{"x":7217.157743289288,"y":1921.8615828385816},{"x":6936.088245414384,"y":2015.6024166577847},{"x":7173.535144727393,"y":2435.4570831151104},{"x":8357.670700201164,"y":2935.1456329457724},{"x":8620.265344412739,"y":3846.72143906492},{"x":9657.708777228514,"y":4878.840938971218},{"x":8766.136899823627,"y":8965.631330451002}]
43708.954310	106024500	[{"x":409.3233541350062,"y":1181.2646960035063},{"x":4766.945784526772,"y":9.562721765216564},{"x":4912.990865069159,"y":1615.778812500007},{"x":6871.818609284205,"y":1444.7342582179842},{"x":6775.782406440303,"y":2611.1274525840063},{"x":5222.272359712824,"y":3014.897794399805},{"x":4855.057484433552,"y":4151.241895022828},{"x":4673.345166347692,"y":4675.0728094228125},{"x":4767.1993966007385,"y":5391.65863045865},{"x":7767.493013864821,"y":5380.178969947347},{"x":7987.726840445056,"y":4745.818654255093},{"x":9160.579889825081,"y":5084.645667036699},{"x":9357.610891112668,"y":9812.473385619607},{"x":7174.9838451512305,"y":7912.1872352039945},{"x":6457.1823550552435,"y":9344.267174974373},{"x":5404.139400105562,"y":8626.790957137771},{"x":3403.55385261761,"y":8715.901254119795},{"x":1117.2755342686064,"y":9070.307242938312},{"x":404.80823801340915,"y":8846.921543092412},{"x":1930.4944808614766,"y":8098.82440728627},{"x":3374.2438157267734,"y":5454.552395790665},{"x":2724.5801455473006,"y":4532.8815788953}]
40927.844334	166037300	[{"x":8751.090283302949,"y":298.45119974037544},{"x":8498.086390529257,"y":1563.7659025920243},{"x":8606.021455140792,"y":1977.839833827515},{"x":5660.320842791909,"y":4111.522822766914},{"x":6002.268557589618,"y":5210.9755466772485},{"x":6140.765656112445,"y":5820.135939501851},{"x":6098.391424403004,"y":7165.737934224107},{"x":9027.055548497648,"y":6430.692097421726},{"x":9077.295821546742,"y":7352.696976238579},{"x":9459.751547837614,"y":7655.8928599767305},{"x":7863.172751541111,"y":9943.336278627725},{"x":6590.57801423047,"y":8822.460596430588},{"x":6257.22886454881,"y":9925.108760194484},{"x":1536.7003409415647,"y":9536.961711993661},{"x":811.9925050165016,"y":9407.118274972},{"x":2398.002831194207,"y":8283.465936811697},{"x":3202.3933521667263,"y":6913.428001223619},{"x":3163.92391151499,"y":5846.018481917179},{"x":2871.084445905008,"y":5732.329656358528},{"x":1304.4674772430226,"y":2342.3593602875117},{"x":2440.6209583177438,"y":2627.57458881994},{"x":4763.662287361509,"y":589.3940216132102}]
45925.924762	303067600	[{"x":73.27568867653844,"y":363.1307663960133},{"x":5938.078762094609,"y":88.992527697183},{"x":8313.66484060314,"y":796.1889011524765},{"x":9666.72117182301,"y":593.6617512347241},{"x":7475.027776154182,"y":4092.0565799934457},{"x":7456.968043849132,"y":4365.925435983258},{"x":8360.296414992923,"y":5355.018701150254},{"x":8632.992457066237,"y":6453.756221955026},{"x":9160.477570414012,"y":9462.709611256696},{"x":7431.52726374785,"y":7074.52419480302},{"x":6847.006672427785,"y":6689.224310788994},{"x":6205.437249780263,"y":8261.788214708025},{"x":4780.7486674772545,"y":6506.719527651447},{"x":4963.575707884878,"y":5189.336568498136},{"x":3723.645540213104,"y":3616.352181308902},{"x":3150.492448874001,"y":3908.856802765069},{"x":2674.4801249909833,"y":6114.068860775696},{"x":600.6909553394585,"y":8775.381396168634},{"x":280.62195148138306,"y":8035.600880815238},{"x":1495.8611782169253,"y":4993.341573512321},{"x":1271.815316780929,"y":2585.3087819391403},{"x":777.580539995483,"y":1199.6089617866094}]
