num_vertices	heap_mc_len	heap_mc_perc	heap_mc_nanos	greedy_len	greedy_perc	greedy_nanos	greedy_byedge_len	greedy_byedge_perc	greedy_byedge_nanos	greedy_withupdates_len	greedy_withupdates_perc	greedy_withupdates_nanos	greedy_byedge_withupdates_len	greedy_byedge_withupdates_perc	greedy_byedge_withupdates_nanos	
11	33472.006312	1.000000	0	33472.006312	1.000000	0	33472.006312	1.000000	0	33472.006312	1.000000	0	33472.006312	1.000000	1000500	
11	29694.319406	1.000000	0	29694.319406	1.000000	0	29694.319406	1.000000	0	29694.319406	1.000000	0	29694.319406	1.000000	0	
11	29694.319406	1.000000	0	29694.319406	1.000000	10600	29694.319406	1.000000	0	29694.319406	1.000000	0	29694.319406	1.000000	0	
11	27764.421689	1.000000	0	27891.092644	0.995458	0	27764.421689	1.000000	0	27898.031709	0.995211	0	27764.421689	1.000000	0	
11	27764.421689	1.000000	0	27891.092644	0.995458	0	27764.421689	1.000000	0	27898.031709	0.995211	0	27764.421689	1.000000	0	
11	27764.421689	1.000000	993900	27891.092644	0.995458	0	27764.421689	1.000000	0	27898.031709	0.995211	0	27764.421689	1.000000	0	
11	30586.949139	1.000000	0	30586.949139	1.000000	0	30586.949139	1.000000	0	30586.949139	1.000000	0	30586.949139	1.000000	0	
11	30586.949139	1.000000	0	30586.949139	1.000000	0	30586.949139	1.000000	999800	30586.949139	1.000000	0	30586.949139	1.000000	0	
11	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	
11	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	
11	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	0	29202.455604	1.000000	999500	
11	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	
11	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	
11	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	0	
11	29051.549820	1.000000	0	29051.549820	1.000000	0	29051.549820	1.000000	1001200	29051.549820	1.000000	0	29051.549820	1.000000	0	
11	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	
11	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	
11	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	
11	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	
11	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	25747.971461	1.000000	0	
11	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	
11	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	
11	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	0	29494.747419	1.000000	999700	
11	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	
11	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	
11	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	
11	35405.169067	1.000000	1001300	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	35405.169067	1.000000	0	
11	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	
11	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	
11	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	
11	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	32850.540739	1.000000	0	
11	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	
11	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	
11	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	
11	35123.609167	1.000000	0	35123.609167	1.000000	999700	35123.609167	1.000000	0	35123.609167	1.000000	0	35123.609167	1.000000	0	
11	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	
11	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	
11	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	
11	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	28193.904253	1.000000	0	
