num_vertices	np_heap_len	np_heap_perc	np_heap_nanos	greedy_len	greedy_perc	greedy_nanos	
11	43272.407667	1.000000	4323060100	44409.682926	0.974391	0	
11	32416.307131	1.000000	3780548700	32416.307131	1.000000	0	
11	32429.033604	1.000000	14697698200	32429.033604	1.000000	0	
11	31193.661456	1.000000	11722627600	32337.379164	0.964632	0	
11	40672.773526	1.000000	5242174700	47931.177789	0.848566	0	
11	31739.324468	1.000000	13429799600	31739.324468	1.000000	0	
11	48077.689880	1.000000	7625748500	48077.689880	1.000000	0	
11	33838.595590	1.000000	2179758800	33838.595590	1.000000	0	
11	37098.531932	1.000000	2964675100	42469.397625	0.873536	0	
11	27301.314975	1.000000	26914561000	28973.182926	0.942296	0	
11	40819.307631	1.000000	6674130900	41740.817968	0.977923	0	
11	37438.987092	1.000000	2276752000	40454.425680	0.925461	1000700	
11	39006.859952	1.000000	3689554900	39006.859952	1.000000	0	
11	47180.348914	1.000000	12327791200	50538.057054	0.933561	0	
11	39228.236345	1.000000	3230731600	39645.679173	0.989471	0	
11	37288.433249	1.000000	5757946000	37288.433249	1.000000	0	
11	35787.606965	1.000000	11434580100	38621.879645	0.926615	0	
11	40350.420137	1.000000	21631318400	44969.201165	0.897290	0	
11	34157.539610	1.000000	9023052200	34157.539610	1.000000	0	
11	49492.533840	1.000000	49139121500	49492.533840	1.000000	998800	
11	38123.129785	1.000000	4517950600	43702.508306	0.872333	0	
11	38510.526823	1.000000	3453232300	38510.526823	1.000000	0	
11	51747.520117	1.000000	11337986800	57657.163549	0.897504	0	
11	43052.167340	1.000000	8084767500	43052.167340	1.000000	0	
11	57793.267055	1.000000	12484045300	67443.590138	0.856913	0	
11	29338.250932	1.000000	28143048000	29338.250932	1.000000	0	
11	27626.259800	1.000000	6793780300	27626.259800	1.000000	998600	
11	28678.343175	1.000000	15950690700	28678.343175	1.000000	0	
11	21267.954729	1.000000	5009984200	22670.665057	0.938127	966700	
11	38257.099054	1.000000	4191595300	40930.236917	0.934690	0	
11	43884.364291	1.000000	13188671300	47196.904092	0.929814	0	
11	16794.765195	1.000000	27419470800	16794.765195	1.000000	0	
11	31373.413845	1.000000	6091214500	31373.413845	1.000000	0	
11	45164.685386	1.000000	7471861700	45164.685386	1.000000	0	
11	36464.213579	1.000000	1927039300	44790.700459	0.814102	0	
11	33175.722325	1.000000	4044515600	37504.542113	0.884579	0	
11	23713.022894	1.000000	12502257600	23713.022894	1.000000	0	
11	38443.777254	1.000000	13687102600	38481.933495	0.999008	0	
11	44014.408007	1.000000	4053922600	46572.231705	0.945078	0	
11	26237.033553	1.000000	3483628800	27549.192314	0.952370	0	
11	30277.720165	1.000000	20044096800	31063.802171	0.974695	0	
11	27762.060211	1.000000	12282832700	28481.929751	0.974725	0	
11	44760.124871	1.000000	4715593200	52182.920194	0.857754	0	
11	38086.809914	1.000000	1836982100	38086.809914	1.000000	0	
11	38723.015791	1.000000	1777404500	38723.015791	1.000000	0	
11	35872.407449	1.000000	14789084500	36439.923660	0.984426	0	
11	52661.430128	1.000000	22251981500	56388.371391	0.933906	0	
11	33748.207257	1.000000	4556008000	36539.380500	0.923612	0	
11	52572.749983	1.000000	33172970900	53417.446289	0.984187	0	
11	32274.004170	1.000000	8911991400	32274.004170	1.000000	0	
11	34139.923317	1.000000	5953833400	34139.923317	1.000000	0	
11	30143.552922	1.000000	12162803900	30143.552922	1.000000	0	
11	31329.578353	1.000000	7561499400	31329.578353	1.000000	0	
11	46412.009193	1.000000	7571056400	49801.950645	0.931932	0	
11	30774.670426	1.000000	2534296200	30774.670426	1.000000	0	
11	30193.438323	1.000000	6348650000	30193.438323	1.000000	1001200	
11	40487.032391	1.000000	5694299100	40487.032391	1.000000	0	
11	23197.169256	1.000000	633069800	23197.169256	1.000000	0	
11	34092.269347	1.000000	28911359700	35251.789633	0.967107	0	
12	55024.265356	1.000000	122546479800	62426.029841	0.881431	0	
