num_vertices	greedy_len	greedy_perc	greedy_nanos	
450	2141237.285238	1.000000	5910958700	
450	2099415.066911	1.000000	5957554900	
450	2164172.016263	1.000000	5872825500	
450	2031280.367868	1.000000	5821159100	
450	2227310.457603	1.000000	5850470700	
450	2095164.400800	1.000000	5836892400	
450	2202064.737239	1.000000	5851315100	
450	2014068.643246	1.000000	5794820800	
450	2394246.630895	1.000000	5785783400	
450	2122367.384394	1.000000	5753830000	
450	2080888.095503	1.000000	6057617300	
450	2143548.563088	1.000000	5826402600	
450	2057129.554350	1.000000	5932714600	
450	2098035.019311	1.000000	6155936100	
450	2206207.045003	1.000000	6237962800	
450	2254243.011454	1.000000	5962966400	
450	2034770.459585	1.000000	6038281900	
450	2066839.412121	1.000000	5859871000	
450	2037926.000174	1.000000	6098248700	
450	2191213.671302	1.000000	6022589700	
450	2071270.860269	1.000000	5868880200	
450	2377996.907687	1.000000	5826299800	
450	2228901.958398	1.000000	5890895200	
450	2235726.297671	1.000000	5993465400	
450	2097576.446271	1.000000	5867925100	
450	2277547.237370	1.000000	5913672600	
450	2172573.645310	1.000000	5850648800	
450	2139165.132114	1.000000	5756234700	
450	2262044.222386	1.000000	5895014300	
450	2087366.607615	1.000000	5837815500	
450	2154427.975085	1.000000	5781399500	
450	2148212.039213	1.000000	5886890200	
450	2221293.134117	1.000000	5814372400	
450	2236581.544967	1.000000	5949497100	
450	2066131.715577	1.000000	5836826900	
450	2267230.555033	1.000000	5754326100	
450	2164576.675410	1.000000	5814311000	
450	2285375.683324	1.000000	5862985100	
450	2227125.739648	1.000000	5860039200	
450	2028736.579827	1.000000	5828399200	
450	2051971.411328	1.000000	5885413500	
450	2161163.264909	1.000000	5827309800	
450	2275868.300336	1.000000	5866858300	
450	2014169.858405	1.000000	5824380300	
450	2069559.705629	1.000000	5928755700	
450	2098474.070873	1.000000	5905888700	
450	2202310.778019	1.000000	6008932700	
450	2261868.549677	1.000000	5864423700	
450	2186258.850384	1.000000	5861061300	
450	1960261.174141	1.000000	5999421700	
450	2195894.598288	1.000000	5913982000	
450	2176276.398420	1.000000	5864100900	
450	2258672.280408	1.000000	5794295800	
450	2141950.671510	1.000000	5890042700	
450	2218140.986233	1.000000	5844872700	
450	2116216.888702	1.000000	5905465000	
450	2202222.999931	1.000000	5845361900	
450	2119732.454146	1.000000	5961830500	
450	2232674.893629	1.000000	6100321700	
450	2075202.850679	1.000000	5885854500	
