num_vertices	greedy_len	greedy_perc	greedy_nanos	
400	1703187.383660	1.000000	3125737600	
400	1847916.024987	1.000000	3098693500	
400	1722509.071385	1.000000	2961665500	
400	1941394.241704	1.000000	3140232800	
400	1830178.969742	1.000000	3213824900	
400	1962944.888854	1.000000	3258878200	
400	1830901.769219	1.000000	3293792700	
400	1804740.246271	1.000000	3198263700	
400	1767558.160778	1.000000	3216897700	
400	1831535.224838	1.000000	3455358100	
400	1962263.596310	1.000000	3230480700	
400	2006917.814047	1.000000	2998683400	
400	1742787.576128	1.000000	2999713600	
400	1745811.734992	1.000000	3083692800	
400	1982452.977316	1.000000	3051257400	
400	1975681.713764	1.000000	3026671600	
400	1977767.331748	1.000000	3372915300	
400	1966342.160689	1.000000	3011781200	
400	1928402.129718	1.000000	3062231000	
400	1982987.184977	1.000000	3215421300	
400	1831453.463329	1.000000	3114235800	
400	1976359.367464	1.000000	3031691800	
400	1906230.287562	1.000000	3128905000	
400	1891553.567916	1.000000	3114355300	
400	1948389.247931	1.000000	3075731900	
400	1919523.194327	1.000000	2960651800	
400	2074845.741256	1.000000	3111900100	
400	1744356.693194	1.000000	3145284600	
400	2065120.039770	1.000000	3127360800	
400	1913529.632880	1.000000	3310299000	
400	1901695.177624	1.000000	3012196300	
400	1908469.649188	1.000000	3254278400	
400	1880199.025802	1.000000	3139718800	
400	1940503.712882	1.000000	3206785100	
400	1929114.854486	1.000000	3438136600	
400	1915167.348336	1.000000	3154700100	
400	2042052.828605	1.000000	3036917000	
400	1865769.559158	1.000000	3047806700	
400	1824852.057061	1.000000	3252306600	
400	2025550.106396	1.000000	3175230300	
400	1956264.376142	1.000000	3111765500	
400	1865271.761726	1.000000	3251842200	
400	1914369.149262	1.000000	3423507900	
400	1851592.902322	1.000000	3034222100	
400	1922081.267251	1.000000	3260284200	
400	1961595.102623	1.000000	3359825600	
400	1745830.711100	1.000000	3180228400	
400	1805108.564694	1.000000	3267762700	
400	2138781.654129	1.000000	3274718300	
400	1995531.738980	1.000000	3274739200	
400	1848104.777191	1.000000	3194878200	
400	1893668.961734	1.000000	3259252700	
400	1843740.764317	1.000000	3185264500	
400	1940005.938514	1.000000	3121332600	
400	1964641.187639	1.000000	3089739700	
400	1757901.485008	1.000000	3200764700	
400	1922534.980035	1.000000	3168898000	
400	1850833.450442	1.000000	3187960300	
400	1838286.024972	1.000000	3095216500	
400	2003945.210879	1.000000	3184716600	
400	1748907.113379	1.000000	3073690500	
400	1857417.296823	1.000000	3178293900	
400	1859943.655111	1.000000	3152857200	
400	1766909.638287	1.000000	3161225500	
400	2068019.202002	1.000000	3172429500	
400	1824049.762946	1.000000	3172840300	
400	1905663.797121	1.000000	3164913300	
400	1857096.534448	1.000000	3217402900	
450	2125427.031383	1.000000	5905061900	
450	2053789.127756	1.000000	5901616400	
450	2161254.481815	1.000000	5865375600	
450	2121195.696976	1.000000	5923226700	
450	2205135.778855	1.000000	5905050100	
450	2000741.720360	1.000000	5945679900	
450	2037098.707904	1.000000	5842368100	
450	2085491.140787	1.000000	6010660800	
450	2220810.277335	1.000000	5839122500	
450	2120272.478665	1.000000	6078510400	
450	2045266.173666	1.000000	6048341800	
450	2293610.337054	1.000000	5982455200	
450	2108339.509689	1.000000	6091479600	
450	2290673.234938	1.000000	6091680500	
450	2283205.354133	1.000000	6027769500	
450	2211618.855699	1.000000	5934944000	
450	2062179.872888	1.000000	5957910900	
450	2047129.048681	1.000000	5985137000	
450	2138838.365542	1.000000	6029849200	
450	2143371.100317	1.000000	5881387100	
450	2263249.465957	1.000000	5913422900	
450	2152888.323152	1.000000	5920992000	
450	2154684.072358	1.000000	6006851300	
450	2124743.494443	1.000000	6172563400	
450	2299697.637546	1.000000	5941447800	
450	2171036.950344	1.000000	5990452800	
450	2188161.745375	1.000000	5874041400	
450	2085832.692341	1.000000	5819285600	
450	2110764.518167	1.000000	5788325900	
450	2282139.856169	1.000000	5868840700	
450	2130501.668681	1.000000	5817837400	
450	2073844.741942	1.000000	5923930700	
