num_vertices	np_len	np_perc	np_nanos	np_heap_len	np_heap_perc	np_heap_nanos	greedy_len	greedy_perc	greedy_nanos	
9	35662.631374	1.000000	1389312100	35662.631374	1.000000	483149800	37905.059679	0.940841	0	
9	25423.554963	1.000000	1432629600	25423.554963	1.000000	205047000	25423.554963	1.000000	0	
9	13455.553576	1.000000	1318986900	13455.553576	1.000000	171290600	13455.553576	1.000000	0	
9	39917.315396	1.000000	1262335100	39917.315396	1.000000	303651400	39917.315396	1.000000	0	
9	30802.301968	1.000000	1202895300	30802.301968	1.000000	240043900	32470.245028	0.948632	1000600	
10	31207.792422	1.000000	15723626300	31207.792422	1.000000	1872105500	31207.792422	1.000000	0	
10	36322.197607	1.000000	14923997000	36322.197607	1.000000	2149446600	36322.197607	1.000000	0	
10	56503.194767	1.000000	13325359100	56503.194767	1.000000	1349303100	59804.401731	0.944800	0	
10	44162.391189	1.000000	14432424700	44162.391189	1.000000	2241503200	45867.535425	0.962825	0	
10	31870.186103	1.000000	14918390200	31870.186103	1.000000	1647362900	34170.135588	0.932691	0	
10	36612.024038	1.000000	15527033000	36612.024038	1.000000	1103235500	38317.968107	0.955479	1000100	
10	22903.096668	1.000000	14388646700	22903.096668	1.000000	445100000	22903.096668	1.000000	0	
10	45699.162942	1.000000	14852741400	45699.162942	1.000000	1046236000	45699.162942	1.000000	0	
10	30213.267398	1.000000	15363596000	30213.267398	1.000000	812182400	30213.267398	1.000000	0	
10	27566.066963	1.000000	13247275400	27566.066963	1.000000	2258511300	27566.066963	1.000000	0	
10	30778.073690	1.000000	18301376100	30778.073690	1.000000	3966882900	33846.055305	0.909355	0	
10	28583.726013	1.000000	15030497200	28583.726013	1.000000	2950664100	29177.603850	0.979646	1000200	
10	43694.943352	1.000000	16553793200	43694.943352	1.000000	2132831400	44022.005955	0.992570	1000700	
10	33320.918799	1.000000	14915258200	33320.918799	1.000000	990210200	33320.918799	1.000000	0	
10	41891.055029	1.000000	14859134800	41891.055029	1.000000	1483841100	43787.077992	0.956699	0	
10	42171.858870	1.000000	14611482500	42171.858870	1.000000	1027230600	43930.931197	0.959958	0	
10	53129.054930	1.000000	14499767100	53129.054930	1.000000	1237278200	57386.738722	0.925807	0	
10	34073.635552	1.000000	15753445100	34073.635552	1.000000	1885983800	34785.622353	0.979532	0	
10	26103.229649	1.000000	16139113700	26103.229649	1.000000	2072963200	26103.229649	1.000000	0	
10	46200.984980	1.000000	15336867300	46200.984980	1.000000	1458327800	46200.984980	1.000000	1000000	
10	38404.457572	1.000000	15500372700	38404.457572	1.000000	1637264600	38404.457572	1.000000	0	
10	40903.126184	1.000000	13482212900	40903.126184	1.000000	705694800	45081.300781	0.907319	0	
10	38035.001519	1.000000	14002090700	38035.001519	1.000000	1641368300	42496.739713	0.895010	0	
10	
